https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTT,Volume USDT,tradecount
1599696000000,2020-09-10 00:00:00,BTT/USDT,0.00035180,0.00036390,0.00034220,0.00035540,17470464449.00000000,6170839.03619190,17742
1599609600000,2020-09-09 00:00:00,BTT/USDT,0.00034110,0.00035250,0.00033300,0.00035140,12088984737.00000000,4110443.93863250,12145
1599523200000,2020-09-08 00:00:00,BTT/USDT,0.00033830,0.00035130,0.00032930,0.00034160,20420085350.00000000,6928132.95027010,18818
1599436800000,2020-09-07 00:00:00,BTT/USDT,0.00034180,0.00035340,0.00031230,0.00033850,18434996003.00000000,6102934.50646270,20739
1599350400000,2020-09-06 00:00:00,BTT/USDT,0.00034270,0.00035540,0.00030020,0.00034170,11951010265.00000000,3934303.59407440,22215
1599264000000,2020-09-05 00:00:00,BTT/USDT,0.00039820,0.00043000,0.00032500,0.00034270,18789666076.00000000,6912056.31941040,30433
1599177600000,2020-09-04 00:00:00,BTT/USDT,0.00042920,0.00043930,0.00036190,0.00039820,20152986901.00000000,8206977.82327560,43704
1599091200000,2020-09-03 00:00:00,BTT/USDT,0.00041790,0.00051630,0.00039920,0.00042920,35416953788.00000000,15577088.58263130,55345
1599004800000,2020-09-02 00:00:00,BTT/USDT,0.00045320,0.00046200,0.00040680,0.00041810,27769455698.00000000,11875034.41159790,29147
1598918400000,2020-09-01 00:00:00,BTT/USDT,0.00044850,0.00045670,0.00043100,0.00045340,29119975818.00000000,12965907.96178320,27328
1598832000000,2020-08-31 00:00:00,BTT/USDT,0.00045810,0.00046910,0.00044330,0.00044820,27996224032.00000000,12671873.93412440,21637
1598745600000,2020-08-30 00:00:00,BTT/USDT,0.00044760,0.00046320,0.00044060,0.00045840,21001151497.00000000,9454031.15361440,21592
1598659200000,2020-08-29 00:00:00,BTT/USDT,0.00042940,0.00047360,0.00042910,0.00044770,22326214485.00000000,10151943.27380920,31469
1598572800000,2020-08-28 00:00:00,BTT/USDT,0.00041010,0.00043010,0.00040530,0.00042990,4643777370.00000000,1942753.97563190,10920
1598486400000,2020-08-27 00:00:00,BTT/USDT,0.00041940,0.00042800,0.00040000,0.00041010,4749488488.00000000,1971232.28934460,14855
1598400000000,2020-08-26 00:00:00,BTT/USDT,0.00040780,0.00042900,0.00040470,0.00041960,2794527206.00000000,1157087.35084840,10191
1598313600000,2020-08-25 00:00:00,BTT/USDT,0.00043560,0.00043660,0.00039600,0.00040770,3830701395.00000000,1593672.85352780,11510
1598227200000,2020-08-24 00:00:00,BTT/USDT,0.00041680,0.00044300,0.00041540,0.00043520,3334227617.00000000,1448696.43273640,11344
1598140800000,2020-08-23 00:00:00,BTT/USDT,0.00043030,0.00043200,0.00040740,0.00041710,2605250556.00000000,1086844.89797680,8790
1598054400000,2020-08-22 00:00:00,BTT/USDT,0.00042580,0.00043070,0.00039950,0.00043040,3589361830.00000000,1494874.99871300,10860
1597968000000,2020-08-21 00:00:00,BTT/USDT,0.00046710,0.00047430,0.00042380,0.00042510,5972647026.00000000,2700688.49011760,15475
1597881600000,2020-08-20 00:00:00,BTT/USDT,0.00046800,0.00048390,0.00046210,0.00046670,4391328505.00000000,2067293.25299990,11132
1597795200000,2020-08-19 00:00:00,BTT/USDT,0.00048150,0.00048880,0.00044200,0.00046800,6887251894.00000000,3203756.02496460,17079
1597708800000,2020-08-18 00:00:00,BTT/USDT,0.00053690,0.00054880,0.00046710,0.00048160,9210612652.00000000,4672465.59349110,22723
1597622400000,2020-08-17 00:00:00,BTT/USDT,0.00051690,0.00055350,0.00050140,0.00053530,11197848100.00000000,5913671.13698680,27187
1597536000000,2020-08-16 00:00:00,BTT/USDT,0.00046900,0.00053240,0.00046210,0.00051660,13172605647.00000000,6588430.69333330,26204
1597449600000,2020-08-15 00:00:00,BTT/USDT,0.00047050,0.00048000,0.00045970,0.00046830,4385248712.00000000,2053674.20160650,11794
1597363200000,2020-08-14 00:00:00,BTT/USDT,0.00045440,0.00048600,0.00045400,0.00047050,6829465741.00000000,3230049.09886810,19455
1597276800000,2020-08-13 00:00:00,BTT/USDT,0.00045520,0.00047000,0.00043000,0.00045430,6556095912.00000000,2964198.29760830,22461
1597190400000,2020-08-12 00:00:00,BTT/USDT,0.00043540,0.00046330,0.00041700,0.00045560,6708133655.00000000,2963660.10860530,23110
1597104000000,2020-08-11 00:00:00,BTT/USDT,0.00047560,0.00047790,0.00042280,0.00043540,9279486748.00000000,4180468.32381040,25304
1597017600000,2020-08-10 00:00:00,BTT/USDT,0.00042270,0.00049300,0.00041500,0.00047560,16452278616.00000000,7665450.99365540,39590
1596931200000,2020-08-09 00:00:00,BTT/USDT,0.00043760,0.00043770,0.00041500,0.00042270,4063796166.00000000,1723507.72122050,16956
1596844800000,2020-08-08 00:00:00,BTT/USDT,0.00040250,0.00044790,0.00039830,0.00043750,10194495676.00000000,4396323.33314500,23856
1596758400000,2020-08-07 00:00:00,BTT/USDT,0.00041920,0.00042090,0.00039410,0.00040260,5311830679.00000000,2171413.84208910,16752
1596672000000,2020-08-06 00:00:00,BTT/USDT,0.00039070,0.00042500,0.00038700,0.00041950,6228410948.00000000,2494741.39542160,16193
1596585600000,2020-08-05 00:00:00,BTT/USDT,0.00038670,0.00039350,0.00038450,0.00039070,3541811324.00000000,1378513.63329950,10810
1596499200000,2020-08-04 00:00:00,BTT/USDT,0.00038930,0.00039610,0.00038510,0.00038660,3309222066.00000000,1288634.35860150,14629
1596412800000,2020-08-03 00:00:00,BTT/USDT,0.00038380,0.00039740,0.00038110,0.00038940,3639966247.00000000,1422960.12086000,14823
1596326400000,2020-08-02 00:00:00,BTT/USDT,0.00039940,0.00041120,0.00037660,0.00038390,4774551376.00000000,1862709.92867090,11398
1596240000000,2020-08-01 00:00:00,BTT/USDT,0.00038410,0.00039960,0.00038120,0.00039940,4863894676.00000000,1896021.72071270,15469
1596153600000,2020-07-31 00:00:00,BTT/USDT,0.00038290,0.00038730,0.00037900,0.00038420,2860861763.00000000,1098791.86148430,12233
1596067200000,2020-07-30 00:00:00,BTT/USDT,0.00038470,0.00038590,0.00037750,0.00038290,3493546923.00000000,1332517.89093640,13992
1595980800000,2020-07-29 00:00:00,BTT/USDT,0.00038310,0.00039200,0.00038000,0.00038450,4256164648.00000000,1646582.16968260,15098
1595894400000,2020-07-28 00:00:00,BTT/USDT,0.00037560,0.00038500,0.00037210,0.00038310,4893145528.00000000,1851199.89205370,14784
1595808000000,2020-07-27 00:00:00,BTT/USDT,0.00038940,0.00039240,0.00036620,0.00037550,4920929359.00000000,1872552.27602050,17585
1595721600000,2020-07-26 00:00:00,BTT/USDT,0.00039150,0.00039770,0.00038500,0.00038940,4503998861.00000000,1760675.75272050,15274
1595635200000,2020-07-25 00:00:00,BTT/USDT,0.00038890,0.00039290,0.00038530,0.00039140,3221585823.00000000,1252747.14885180,12968
1595548800000,2020-07-24 00:00:00,BTT/USDT,0.00039190,0.00039610,0.00038440,0.00038890,4690584051.00000000,1829623.12051050,14743
1595462400000,2020-07-23 00:00:00,BTT/USDT,0.00039660,0.00039760,0.00039100,0.00039190,4227152015.00000000,1665158.17195600,12381
1595376000000,2020-07-22 00:00:00,BTT/USDT,0.00039230,0.00039750,0.00038600,0.00039670,3299828041.00000000,1291903.70940630,10193
1595289600000,2020-07-21 00:00:00,BTT/USDT,0.00038480,0.00039900,0.00038190,0.00039230,3436440738.00000000,1340696.70778540,10753
1595203200000,2020-07-20 00:00:00,BTT/USDT,0.00039100,0.00040000,0.00038120,0.00038480,3141978372.00000000,1222359.07771400,7768
1595116800000,2020-07-19 00:00:00,BTT/USDT,0.00038930,0.00039580,0.00037910,0.00039040,3535391141.00000000,1371974.55090590,12063
1595030400000,2020-07-18 00:00:00,BTT/USDT,0.00037750,0.00039420,0.00037210,0.00038910,3352005722.00000000,1285364.30966220,9551
1594944000000,2020-07-17 00:00:00,BTT/USDT,0.00038410,0.00038710,0.00037360,0.00037760,3019239934.00000000,1146379.68654930,10325
1594857600000,2020-07-16 00:00:00,BTT/USDT,0.00039940,0.00040050,0.00036200,0.00038420,4933777028.00000000,1878460.14902370,13975
1594771200000,2020-07-15 00:00:00,BTT/USDT,0.00039520,0.00040580,0.00039270,0.00039950,3198517068.00000000,1278805.37219650,10169
1594684800000,2020-07-14 00:00:00,BTT/USDT,0.00039990,0.00040030,0.00038020,0.00039540,4652962573.00000000,1818206.90766350,13352
1594598400000,2020-07-13 00:00:00,BTT/USDT,0.00041940,0.00043000,0.00039900,0.00039990,4865346153.00000000,2002127.23856050,14781
1594512000000,2020-07-12 00:00:00,BTT/USDT,0.00040210,0.00042040,0.00039770,0.00041920,4921315712.00000000,2007323.90126690,14750
1594425600000,2020-07-11 00:00:00,BTT/USDT,0.00042940,0.00043920,0.00039470,0.00040210,7175600875.00000000,2913485.94243140,18868
1594339200000,2020-07-10 00:00:00,BTT/USDT,0.00039420,0.00048680,0.00038240,0.00043040,30847878246.00000000,13182604.62726950,58459
1594252800000,2020-07-09 00:00:00,BTT/USDT,0.00034570,0.00039890,0.00033630,0.00039420,11961527689.00000000,4324883.55825960,25547
1594166400000,2020-07-08 00:00:00,BTT/USDT,0.00032720,0.00034630,0.00031990,0.00034570,5462408339.00000000,1830514.60502840,16733
1594080000000,2020-07-07 00:00:00,BTT/USDT,0.00033510,0.00033830,0.00032590,0.00032750,4882193256.00000000,1622868.97191160,13683
1593993600000,2020-07-06 00:00:00,BTT/USDT,0.00032430,0.00034000,0.00032400,0.00033510,5235624517.00000000,1738035.84665340,15521
1593907200000,2020-07-05 00:00:00,BTT/USDT,0.00032700,0.00033000,0.00031420,0.00032450,4776375658.00000000,1540393.68077680,14436
1593820800000,2020-07-04 00:00:00,BTT/USDT,0.00031790,0.00033150,0.00031740,0.00032690,3914636606.00000000,1274327.34352760,14926
1593734400000,2020-07-03 00:00:00,BTT/USDT,0.00032510,0.00033390,0.00031230,0.00031810,4748135121.00000000,1527738.74124620,16687
1593648000000,2020-07-02 00:00:00,BTT/USDT,0.00032360,0.00035940,0.00031720,0.00032530,12357590037.00000000,4167381.47047700,26923
1593561600000,2020-07-01 00:00:00,BTT/USDT,0.00029460,0.00032720,0.00029250,0.00032360,6256297259.00000000,1921926.19315220,15210
1593475200000,2020-06-30 00:00:00,BTT/USDT,0.00029440,0.00030090,0.00029280,0.00029460,3439340750.00000000,1017263.06089560,11810
1593388800000,2020-06-29 00:00:00,BTT/USDT,0.00029410,0.00029700,0.00029050,0.00029450,4224670160.00000000,1238166.90046650,11709
1593302400000,2020-06-28 00:00:00,BTT/USDT,0.00029400,0.00029890,0.00028860,0.00029410,2800438632.00000000,824007.16577580,10852
1593216000000,2020-06-27 00:00:00,BTT/USDT,0.00029900,0.00031000,0.00029030,0.00029400,6603115854.00000000,1988192.73057110,24908
1593129600000,2020-06-26 00:00:00,BTT/USDT,0.00029850,0.00030770,0.00029380,0.00029910,5170764286.00000000,1544414.44804400,11242
1593043200000,2020-06-25 00:00:00,BTT/USDT,0.00030120,0.00030240,0.00029220,0.00029850,5376182852.00000000,1604554.60465250,12038
1592956800000,2020-06-24 00:00:00,BTT/USDT,0.00030830,0.00031330,0.00029850,0.00030120,5427468585.00000000,1650328.91227390,12658
1592870400000,2020-06-23 00:00:00,BTT/USDT,0.00031360,0.00031540,0.00030780,0.00030830,5252635249.00000000,1637141.09093150,13246
1592784000000,2020-06-22 00:00:00,BTT/USDT,0.00030060,0.00031620,0.00030050,0.00031360,5659569596.00000000,1753504.63396740,14829
1592697600000,2020-06-21 00:00:00,BTT/USDT,0.00029960,0.00030390,0.00029600,0.00030060,3761043837.00000000,1126239.11507750,13986
1592611200000,2020-06-20 00:00:00,BTT/USDT,0.00029640,0.00030080,0.00029140,0.00029960,3572758092.00000000,1060356.60906640,12073
1592524800000,2020-06-19 00:00:00,BTT/USDT,0.00030330,0.00030380,0.00029500,0.00029640,5370519055.00000000,1609044.90659720,13435
1592438400000,2020-06-18 00:00:00,BTT/USDT,0.00030660,0.00030750,0.00029720,0.00030290,3298467792.00000000,999052.85269570,12351
1592352000000,2020-06-17 00:00:00,BTT/USDT,0.00030810,0.00031180,0.00030010,0.00030660,4347727143.00000000,1332214.67247970,13952
1592265600000,2020-06-16 00:00:00,BTT/USDT,0.00029830,0.00030910,0.00029580,0.00030810,5911717915.00000000,1795361.41261070,14489
1592179200000,2020-06-15 00:00:00,BTT/USDT,0.00030120,0.00030150,0.00028070,0.00029830,6335603950.00000000,1855766.63563910,16247
1592092800000,2020-06-14 00:00:00,BTT/USDT,0.00031250,0.00031290,0.00029880,0.00030120,3970973225.00000000,1218037.08354590,15404
1592006400000,2020-06-13 00:00:00,BTT/USDT,0.00030210,0.00031430,0.00029610,0.00031230,3848893834.00000000,1178386.15435730,13178
1591920000000,2020-06-12 00:00:00,BTT/USDT,0.00028510,0.00030360,0.00028230,0.00030210,5665429339.00000000,1678732.92699470,14127
1591833600000,2020-06-11 00:00:00,BTT/USDT,0.00032120,0.00032500,0.00028360,0.00028550,6418121175.00000000,1975560.59491740,15908
1591747200000,2020-06-10 00:00:00,BTT/USDT,0.00032280,0.00032400,0.00031500,0.00032110,4701788701.00000000,1506306.16905250,12551
1591660800000,2020-06-09 00:00:00,BTT/USDT,0.00032630,0.00033470,0.00031670,0.00032270,4424036788.00000000,1430816.93415660,13455
1591574400000,2020-06-08 00:00:00,BTT/USDT,0.00032490,0.00032940,0.00031860,0.00032630,3334652449.00000000,1078353.23262860,13208
1591488000000,2020-06-07 00:00:00,BTT/USDT,0.00032690,0.00033020,0.00030670,0.00032490,4491215361.00000000,1439154.37574130,15383
1591401600000,2020-06-06 00:00:00,BTT/USDT,0.00032870,0.00033170,0.00032090,0.00032690,3408538093.00000000,1109346.63631260,13443
1591315200000,2020-06-05 00:00:00,BTT/USDT,0.00031470,0.00033990,0.00031440,0.00032870,6193380860.00000000,2034590.56611360,17507
1591228800000,2020-06-04 00:00:00,BTT/USDT,0.00030130,0.00032000,0.00030090,0.00031470,5955011492.00000000,1856155.42892550,17881
1591142400000,2020-06-03 00:00:00,BTT/USDT,0.00029700,0.00030970,0.00028770,0.00030130,4757076758.00000000,1418322.87462070,14182
1591056000000,2020-06-02 00:00:00,BTT/USDT,0.00030950,0.00031320,0.00028730,0.00029720,7216645405.00000000,2198839.56851590,15773
1590969600000,2020-06-01 00:00:00,BTT/USDT,0.00029850,0.00031280,0.00029650,0.00031020,4734231380.00000000,1437294.62174470,13741
1590883200000,2020-05-31 00:00:00,BTT/USDT,0.00030200,0.00031490,0.00029510,0.00029850,5396980093.00000000,1641682.22852850,16819
1590796800000,2020-05-30 00:00:00,BTT/USDT,0.00029010,0.00030740,0.00028640,0.00030200,6355736948.00000000,1886280.46505320,16598
1590710400000,2020-05-29 00:00:00,BTT/USDT,0.00029030,0.00029920,0.00028620,0.00029000,5881347044.00000000,1715811.11131150,14578
1590624000000,2020-05-28 00:00:00,BTT/USDT,0.00028130,0.00029060,0.00027890,0.00028990,6426770543.00000000,1836532.07779550,13876
1590537600000,2020-05-27 00:00:00,BTT/USDT,0.00028050,0.00028500,0.00027780,0.00028140,6400386170.00000000,1802220.01967740,13672
1590451200000,2020-05-26 00:00:00,BTT/USDT,0.00027960,0.00028420,0.00027610,0.00028040,4986546855.00000000,1394406.50729400,13769
1590364800000,2020-05-25 00:00:00,BTT/USDT,0.00026760,0.00028180,0.00026520,0.00027970,5870644173.00000000,1614392.83706900,14963
1590278400000,2020-05-24 00:00:00,BTT/USDT,0.00027000,0.00029200,0.00026490,0.00026750,7342989206.00000000,2037753.92579540,17202
1590192000000,2020-05-23 00:00:00,BTT/USDT,0.00026850,0.00027430,0.00026250,0.00027000,4216712396.00000000,1139005.02788700,13152
1590105600000,2020-05-22 00:00:00,BTT/USDT,0.00025930,0.00026950,0.00025460,0.00026850,4131330642.00000000,1092144.55845930,13287
1590019200000,2020-05-21 00:00:00,BTT/USDT,0.00026920,0.00027140,0.00025000,0.00025930,6549629338.00000000,1699421.17341300,13627
1589932800000,2020-05-20 00:00:00,BTT/USDT,0.00027520,0.00027780,0.00026640,0.00026920,5342025554.00000000,1452736.67535290,12418
1589846400000,2020-05-19 00:00:00,BTT/USDT,0.00027440,0.00027690,0.00027030,0.00027510,6214006368.00000000,1701996.14064950,11379
1589760000000,2020-05-18 00:00:00,BTT/USDT,0.00027080,0.00027780,0.00027050,0.00027440,5137850138.00000000,1409776.13962770,10217
1589673600000,2020-05-17 00:00:00,BTT/USDT,0.00026990,0.00027430,0.00026940,0.00027070,3708116567.00000000,1006917.33616360,9911
1589587200000,2020-05-16 00:00:00,BTT/USDT,0.00026630,0.00027340,0.00026450,0.00026990,3411980155.00000000,923567.59076490,10890
1589500800000,2020-05-15 00:00:00,BTT/USDT,0.00027300,0.00027550,0.00026440,0.00026610,5853960068.00000000,1591646.69773460,12014
1589414400000,2020-05-14 00:00:00,BTT/USDT,0.00027460,0.00027670,0.00026790,0.00027300,6360842837.00000000,1732867.12945310,12600
1589328000000,2020-05-13 00:00:00,BTT/USDT,0.00026400,0.00027490,0.00026250,0.00027440,3963302772.00000000,1062836.28377630,12113
1589241600000,2020-05-12 00:00:00,BTT/USDT,0.00025500,0.00026760,0.00025350,0.00026410,4345832260.00000000,1139725.83810900,12862
1589155200000,2020-05-11 00:00:00,BTT/USDT,0.00025470,0.00026820,0.00024460,0.00025510,7386259715.00000000,1899527.03671810,16302
1589068800000,2020-05-10 00:00:00,BTT/USDT,0.00028540,0.00028640,0.00024260,0.00025470,7641831945.00000000,1975289.97095600,19356
1588982400000,2020-05-09 00:00:00,BTT/USDT,0.00029080,0.00029930,0.00028450,0.00028540,4986525815.00000000,1448962.13986790,14303
1588896000000,2020-05-08 00:00:00,BTT/USDT,0.00029160,0.00029780,0.00028370,0.00029080,6490723229.00000000,1889291.18268500,13617
1588809600000,2020-05-07 00:00:00,BTT/USDT,0.00028550,0.00029450,0.00028020,0.00029160,6951743329.00000000,1994335.09104750,15303
1588723200000,2020-05-06 00:00:00,BTT/USDT,0.00029750,0.00029930,0.00028280,0.00028550,6169668354.00000000,1821901.97917260,14391
1588636800000,2020-05-05 00:00:00,BTT/USDT,0.00029790,0.00030560,0.00028970,0.00029740,4412104688.00000000,1310776.69881320,15002
1588550400000,2020-05-04 00:00:00,BTT/USDT,0.00029680,0.00031390,0.00027510,0.00029790,9290340730.00000000,2748818.30762020,20702
1588464000000,2020-05-03 00:00:00,BTT/USDT,0.00029370,0.00030390,0.00027350,0.00029650,8631735422.00000000,2514300.81514450,18867
1588377600000,2020-05-02 00:00:00,BTT/USDT,0.00027420,0.00029470,0.00027020,0.00029370,5131923662.00000000,1433574.12136910,14324
1588291200000,2020-05-01 00:00:00,BTT/USDT,0.00025660,0.00028040,0.00025640,0.00027380,7096998298.00000000,1934596.00922960,18886
1588204800000,2020-04-30 00:00:00,BTT/USDT,0.00026690,0.00028330,0.00025260,0.00025660,7603653113.00000000,2030878.22281620,24823
1588118400000,2020-04-29 00:00:00,BTT/USDT,0.00024910,0.00026780,0.00024760,0.00026700,8550691686.00000000,2188808.15437760,16106
1588032000000,2020-04-28 00:00:00,BTT/USDT,0.00024140,0.00025550,0.00023740,0.00024890,4649481276.00000000,1147334.40710160,13699
1587945600000,2020-04-27 00:00:00,BTT/USDT,0.00024960,0.00025130,0.00023540,0.00024140,7558112535.00000000,1844841.62176770,16688
1587859200000,2020-04-26 00:00:00,BTT/USDT,0.00024420,0.00025430,0.00024320,0.00024930,5973699980.00000000,1476831.80027950,19565
1587772800000,2020-04-25 00:00:00,BTT/USDT,0.00023960,0.00024990,0.00023740,0.00024420,3701006265.00000000,907164.11526250,11902
1587686400000,2020-04-24 00:00:00,BTT/USDT,0.00023160,0.00024910,0.00023070,0.00023960,6705997080.00000000,1616470.33616490,21724
1587600000000,2020-04-23 00:00:00,BTT/USDT,0.00022570,0.00023800,0.00022250,0.00023160,6900638070.00000000,1594162.22616390,17023
1587513600000,2020-04-22 00:00:00,BTT/USDT,0.00021840,0.00023000,0.00021700,0.00022570,5322794729.00000000,1196924.88568770,16326
1587427200000,2020-04-21 00:00:00,BTT/USDT,0.00022000,0.00022240,0.00021640,0.00021830,5374733995.00000000,1180701.42238410,15178
1587340800000,2020-04-20 00:00:00,BTT/USDT,0.00022770,0.00023190,0.00021800,0.00022030,6984889257.00000000,1577543.92137260,16936
1587254400000,2020-04-19 00:00:00,BTT/USDT,0.00023350,0.00023600,0.00022580,0.00022770,4303412786.00000000,991678.24594180,14764
1587168000000,2020-04-18 00:00:00,BTT/USDT,0.00022760,0.00023590,0.00022760,0.00023370,4741740587.00000000,1098395.70175590,15234
1587081600000,2020-04-17 00:00:00,BTT/USDT,0.00023000,0.00023200,0.00022380,0.00022760,4206143991.00000000,960988.07546190,16334
1586995200000,2020-04-16 00:00:00,BTT/USDT,0.00021690,0.00023300,0.00021120,0.00023000,7359884534.00000000,1642574.26602030,20778
1586908800000,2020-04-15 00:00:00,BTT/USDT,0.00022580,0.00022690,0.00021550,0.00021690,5335663743.00000000,1184300.56077290,16918
1586822400000,2020-04-14 00:00:00,BTT/USDT,0.00022530,0.00022960,0.00022260,0.00022580,6175440184.00000000,1395408.39079610,18244
1586736000000,2020-04-13 00:00:00,BTT/USDT,0.00023100,0.00023100,0.00021980,0.00022560,5360493320.00000000,1198508.35363690,20416
1586649600000,2020-04-12 00:00:00,BTT/USDT,0.00022580,0.00023800,0.00022220,0.00023100,5179653038.00000000,1196286.89228330,15668
1586563200000,2020-04-11 00:00:00,BTT/USDT,0.00022710,0.00023210,0.00022050,0.00022580,4378457989.00000000,988764.02945980,17956
1586476800000,2020-04-10 00:00:00,BTT/USDT,0.00024690,0.00024890,0.00021980,0.00022710,7427306609.00000000,1713205.86004680,20309
1586390400000,2020-04-09 00:00:00,BTT/USDT,0.00025130,0.00025430,0.00024160,0.00024700,4512967579.00000000,1118190.36161460,17566
1586304000000,2020-04-08 00:00:00,BTT/USDT,0.00024210,0.00025200,0.00024100,0.00025120,5546047188.00000000,1373863.65755470,13631
1586217600000,2020-04-07 00:00:00,BTT/USDT,0.00025130,0.00026500,0.00023880,0.00024110,5535581026.00000000,1396307.59090460,13140
1586131200000,2020-04-06 00:00:00,BTT/USDT,0.00023310,0.00025200,0.00023250,0.00025160,7694746865.00000000,1868697.30518810,20263
1586044800000,2020-04-05 00:00:00,BTT/USDT,0.00022740,0.00024520,0.00022350,0.00023310,5026858494.00000000,1171099.22324250,18904
1585958400000,2020-04-04 00:00:00,BTT/USDT,0.00022500,0.00022920,0.00022170,0.00022710,4591696919.00000000,1033237.48080800,18797
1585872000000,2020-04-03 00:00:00,BTT/USDT,0.00022690,0.00023070,0.00022150,0.00022500,7329121406.00000000,1658266.16163260,20408
1585785600000,2020-04-02 00:00:00,BTT/USDT,0.00022130,0.00023500,0.00021930,0.00022690,7450917606.00000000,1665625.32812870,21546
1585699200000,2020-04-01 00:00:00,BTT/USDT,0.00022180,0.00022220,0.00021350,0.00022130,5977200141.00000000,1304828.71502900,19477
1585612800000,2020-03-31 00:00:00,BTT/USDT,0.00022210,0.00022400,0.00021540,0.00022180,4824448608.00000000,1066303.43860880,19592
1585526400000,2020-03-30 00:00:00,BTT/USDT,0.00020390,0.00022490,0.00020340,0.00022210,7248894706.00000000,1564887.88448920,21476
1585440000000,2020-03-29 00:00:00,BTT/USDT,0.00021610,0.00021720,0.00020360,0.00020390,4837505111.00000000,1029584.74576830,18714
1585353600000,2020-03-28 00:00:00,BTT/USDT,0.00021370,0.00021610,0.00020750,0.00021610,5616659168.00000000,1193071.15276450,18731
1585267200000,2020-03-27 00:00:00,BTT/USDT,0.00022380,0.00022530,0.00020730,0.00021360,4624364663.00000000,1015972.78585050,19413
1585180800000,2020-03-26 00:00:00,BTT/USDT,0.00021810,0.00022400,0.00021090,0.00022380,4788839347.00000000,1042927.44414070,18241
1585094400000,2020-03-25 00:00:00,BTT/USDT,0.00021880,0.00022320,0.00021260,0.00021830,6029450423.00000000,1309115.34591130,18961
1585008000000,2020-03-24 00:00:00,BTT/USDT,0.00021830,0.00022680,0.00021540,0.00021880,6522694201.00000000,1439280.86180680,21047
1584921600000,2020-03-23 00:00:00,BTT/USDT,0.00020400,0.00022390,0.00020060,0.00021830,6051598458.00000000,1282818.35818360,21518
1584835200000,2020-03-22 00:00:00,BTT/USDT,0.00022350,0.00022890,0.00020250,0.00020370,4550077294.00000000,972388.66509220,20264
1584748800000,2020-03-21 00:00:00,BTT/USDT,0.00022310,0.00023270,0.00021200,0.00022350,5241898863.00000000,1164119.16611120,21228
1584662400000,2020-03-20 00:00:00,BTT/USDT,0.00023020,0.00032600,0.00020770,0.00022290,7389891397.00000000,1723284.65999740,27509
1584576000000,2020-03-19 00:00:00,BTT/USDT,0.00020020,0.00023710,0.00019900,0.00023020,6912322964.00000000,1497153.38121220,23763
1584489600000,2020-03-18 00:00:00,BTT/USDT,0.00020340,0.00020550,0.00019120,0.00020020,4956526942.00000000,986138.66537920,22056
1584403200000,2020-03-17 00:00:00,BTT/USDT,0.00019240,0.00020790,0.00019020,0.00020340,6045027229.00000000,1219745.05974490,22877
1584316800000,2020-03-16 00:00:00,BTT/USDT,0.00021290,0.00021290,0.00016910,0.00019240,7776876151.00000000,1484703.15790080,28242
1584230400000,2020-03-15 00:00:00,BTT/USDT,0.00019730,0.00022520,0.00019530,0.00021280,5513908564.00000000,1146031.59470470,29704
1584144000000,2020-03-14 00:00:00,BTT/USDT,0.00020590,0.00021950,0.00019140,0.00019730,7088166007.00000000,1468014.91985760,33292
1584057600000,2020-03-13 00:00:00,BTT/USDT,0.00017790,0.00021710,0.00012480,0.00020600,14265646894.00000000,2622843.25893290,46339
1583971200000,2020-03-12 00:00:00,BTT/USDT,0.00031430,0.00031570,0.00017100,0.00017860,10844819405.00000000,2616442.86640810,41281
1583884800000,2020-03-11 00:00:00,BTT/USDT,0.00031860,0.00032290,0.00030050,0.00031430,7548132462.00000000,2333464.41395700,22007
1583798400000,2020-03-10 00:00:00,BTT/USDT,0.00032410,0.00032840,0.00031170,0.00031860,7996359902.00000000,2560206.97282360,20611
1583712000000,2020-03-09 00:00:00,BTT/USDT,0.00031880,0.00032540,0.00030060,0.00032410,7748765820.00000000,2438461.34401260,24000
1583625600000,2020-03-08 00:00:00,BTT/USDT,0.00037010,0.00037020,0.00031520,0.00031870,8354073349.00000000,2882894.67594520,24179
1583539200000,2020-03-07 00:00:00,BTT/USDT,0.00039030,0.00039640,0.00036530,0.00037010,5766762677.00000000,2184513.81195720,19491
1583452800000,2020-03-06 00:00:00,BTT/USDT,0.00037810,0.00039040,0.00037630,0.00039030,5901732702.00000000,2253650.93113580,18638
1583366400000,2020-03-05 00:00:00,BTT/USDT,0.00036760,0.00038800,0.00036710,0.00037810,6883676383.00000000,2597069.48800080,22270
1583280000000,2020-03-04 00:00:00,BTT/USDT,0.00036800,0.00037570,0.00035700,0.00036760,4343307642.00000000,1587789.47631390,20109
1583193600000,2020-03-03 00:00:00,BTT/USDT,0.00037950,0.00037950,0.00036510,0.00036800,6221952672.00000000,2306296.42021360,17414
1583107200000,2020-03-02 00:00:00,BTT/USDT,0.00035970,0.00038900,0.00035560,0.00037930,3551723131.00000000,1324089.41125400,8999
1583020800000,2020-03-01 00:00:00,BTT/USDT,0.00035710,0.00037000,0.00035170,0.00035970,3348611471.00000000,1210684.16900440,8708
1582934400000,2020-02-29 00:00:00,BTT/USDT,0.00037200,0.00037790,0.00035540,0.00035780,2820041421.00000000,1029151.35376390,9673
1582848000000,2020-02-28 00:00:00,BTT/USDT,0.00037960,0.00039520,0.00034750,0.00037220,4987704849.00000000,1831497.14300490,12859
