https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DASH,Volume USDT,tradecount
1599350400000,2020-09-06 00:00:00,DASH/USDT,68.03000000,71.71000000,66.08000000,70.12000000,67791.23746000,4695868.86926460,26225
1599264000000,2020-09-05 00:00:00,DASH/USDT,72.60000000,74.17000000,64.95000000,68.02000000,114466.49560000,7909769.16020540,37824
1599177600000,2020-09-04 00:00:00,DASH/USDT,66.59000000,74.05000000,65.88000000,72.62000000,150110.77457000,10497395.06751820,53879
1599091200000,2020-09-03 00:00:00,DASH/USDT,83.24000000,83.60000000,62.00000000,66.60000000,125393.99844000,9484656.00853350,47359
1599004800000,2020-09-02 00:00:00,DASH/USDT,89.02000000,89.71000000,79.64000000,83.27000000,93233.75413000,7842027.87643710,33565
1598918400000,2020-09-01 00:00:00,DASH/USDT,86.13000000,90.72000000,84.95000000,89.05000000,95480.15433000,8420468.13225190,31136
1598832000000,2020-08-31 00:00:00,DASH/USDT,88.30000000,88.95000000,85.71000000,86.10000000,52352.27746000,4567162.81984880,17175
1598745600000,2020-08-30 00:00:00,DASH/USDT,84.98000000,88.90000000,84.90000000,88.27000000,80201.38537000,6982479.35702080,19831
1598659200000,2020-08-29 00:00:00,DASH/USDT,84.96000000,86.65000000,84.38000000,85.00000000,36464.81833000,3118223.11140440,11285
1598572800000,2020-08-28 00:00:00,DASH/USDT,83.41000000,85.92000000,82.40000000,84.99000000,42068.11256000,3559984.22515430,13719
1598486400000,2020-08-27 00:00:00,DASH/USDT,85.79000000,86.53000000,81.77000000,83.35000000,70709.86666000,5935108.43483480,22852
1598400000000,2020-08-26 00:00:00,DASH/USDT,84.50000000,87.44000000,83.58000000,85.80000000,63162.95716000,5420523.46867310,21215
1598313600000,2020-08-25 00:00:00,DASH/USDT,91.75000000,91.86000000,82.53000000,84.50000000,83083.55733000,7216413.45578930,28918
1598227200000,2020-08-24 00:00:00,DASH/USDT,91.46000000,93.32000000,89.44000000,91.82000000,46794.77115000,4282472.83083080,14772
1598140800000,2020-08-23 00:00:00,DASH/USDT,90.79000000,92.96000000,87.76000000,91.41000000,55970.08678000,5047839.40063720,16606
1598054400000,2020-08-22 00:00:00,DASH/USDT,86.77000000,91.01000000,85.14000000,90.82000000,56258.31833000,4957303.74380430,17199
1597968000000,2020-08-21 00:00:00,DASH/USDT,91.49000000,95.70000000,85.00000000,86.75000000,137350.91804000,12587535.41809690,39883
1597881600000,2020-08-20 00:00:00,DASH/USDT,87.73000000,91.66000000,87.09000000,91.50000000,61696.00831000,5518403.13519180,15541
1597795200000,2020-08-19 00:00:00,DASH/USDT,92.71000000,93.81000000,86.81000000,87.72000000,119015.02374000,10671913.23116170,30395
1597708800000,2020-08-18 00:00:00,DASH/USDT,97.59000000,98.81000000,91.67000000,92.66000000,86146.55341000,8200288.28617020,23583
1597622400000,2020-08-17 00:00:00,DASH/USDT,95.06000000,100.18000000,92.84000000,97.62000000,144314.08124000,14044312.12288010,40883
1597536000000,2020-08-16 00:00:00,DASH/USDT,93.96000000,95.34000000,91.48000000,95.06000000,73373.07208000,6870479.83262330,21680
1597449600000,2020-08-15 00:00:00,DASH/USDT,91.98000000,95.97000000,91.12000000,93.95000000,121839.35177000,11412545.69342060,33403
1597363200000,2020-08-14 00:00:00,DASH/USDT,92.80000000,92.87000000,89.93000000,92.00000000,98465.26070000,9035374.27524760,28389
1597276800000,2020-08-13 00:00:00,DASH/USDT,91.71000000,93.18000000,85.72000000,92.77000000,89211.77617000,7998705.90190520,26267
1597190400000,2020-08-12 00:00:00,DASH/USDT,88.52000000,92.13000000,84.21000000,91.70000000,109085.01570000,9684466.30965040,32930
1597104000000,2020-08-11 00:00:00,DASH/USDT,95.45000000,96.60000000,85.73000000,88.55000000,115332.81881000,10528773.83304600,33223
1597017600000,2020-08-10 00:00:00,DASH/USDT,97.67000000,98.43000000,92.36000000,95.54000000,75664.95589000,7302513.01040450,24527
1596931200000,2020-08-09 00:00:00,DASH/USDT,98.34000000,98.94000000,94.50000000,97.72000000,83012.89681000,8055099.10401950,23274
1596844800000,2020-08-08 00:00:00,DASH/USDT,96.50000000,102.33000000,94.63000000,98.36000000,113719.73439000,11207498.13391000,32048
1596758400000,2020-08-07 00:00:00,DASH/USDT,100.41000000,103.92000000,92.66000000,96.53000000,181984.59310000,17983543.53466900,49352
1596672000000,2020-08-06 00:00:00,DASH/USDT,92.19000000,104.80000000,90.10000000,100.42000000,279733.19010000,27609081.20852560,73770
1596585600000,2020-08-05 00:00:00,DASH/USDT,86.90000000,93.55000000,85.86000000,92.20000000,148393.51049000,13348750.78166500,36072
1596499200000,2020-08-04 00:00:00,DASH/USDT,87.72000000,89.19000000,84.88000000,86.88000000,75733.64452000,6599058.88476370,21168
1596412800000,2020-08-03 00:00:00,DASH/USDT,85.29000000,89.73000000,83.78000000,87.72000000,134901.02137000,11814601.18807560,31911
1596326400000,2020-08-02 00:00:00,DASH/USDT,93.06000000,95.55000000,78.60000000,85.29000000,219477.37973000,19137293.09558940,68815
1596240000000,2020-08-01 00:00:00,DASH/USDT,82.40000000,94.14000000,81.80000000,93.13000000,184659.37417000,16448593.97570100,51885
1596153600000,2020-07-31 00:00:00,DASH/USDT,81.17000000,83.68000000,79.94000000,82.45000000,72195.53649000,5919375.55723770,19703
1596067200000,2020-07-30 00:00:00,DASH/USDT,81.39000000,82.41000000,79.20000000,81.15000000,72279.66330000,5837751.34801810,19054
1595980800000,2020-07-29 00:00:00,DASH/USDT,79.85000000,84.58000000,78.90000000,81.38000000,119087.77145000,9845334.81312550,32861
1595894400000,2020-07-28 00:00:00,DASH/USDT,77.59000000,80.97000000,75.97000000,79.82000000,107440.29158000,8480089.31363180,32474
1595808000000,2020-07-27 00:00:00,DASH/USDT,75.29000000,79.23000000,73.23000000,77.55000000,136938.87528000,10467400.72861470,40822
1595721600000,2020-07-26 00:00:00,DASH/USDT,74.66000000,77.45000000,74.18000000,75.30000000,77931.46205000,5889165.28445230,22383
1595635200000,2020-07-25 00:00:00,DASH/USDT,71.98000000,74.95000000,71.97000000,74.65000000,51346.66374000,3782039.31039720,14664
1595548800000,2020-07-24 00:00:00,DASH/USDT,73.33000000,73.43000000,71.23000000,71.94000000,39291.94215000,2830857.59650010,12200
1595462400000,2020-07-23 00:00:00,DASH/USDT,73.42000000,73.99000000,72.49000000,73.35000000,47534.36294000,3477372.32648330,14211
1595376000000,2020-07-22 00:00:00,DASH/USDT,71.07000000,73.50000000,71.07000000,73.38000000,60391.39251000,4347794.50305400,18530
1595289600000,2020-07-21 00:00:00,DASH/USDT,68.84000000,71.24000000,68.66000000,71.09000000,41908.90375000,2951011.25212440,13371
1595203200000,2020-07-20 00:00:00,DASH/USDT,70.35000000,70.42000000,68.61000000,68.86000000,26974.05406000,1881120.14457200,10167
1595116800000,2020-07-19 00:00:00,DASH/USDT,69.20000000,70.42000000,68.73000000,70.35000000,24125.73260000,1674055.57946020,9580
1595030400000,2020-07-18 00:00:00,DASH/USDT,69.52000000,69.70000000,68.63000000,69.20000000,20300.08423000,1405160.14293770,7788
1594944000000,2020-07-17 00:00:00,DASH/USDT,69.30000000,70.10000000,68.73000000,69.58000000,29715.22806000,2061264.77794010,9926
1594857600000,2020-07-16 00:00:00,DASH/USDT,71.11000000,71.41000000,68.05000000,69.28000000,49571.98171000,3437551.46577620,17737
1594771200000,2020-07-15 00:00:00,DASH/USDT,71.97000000,72.24000000,70.55000000,71.12000000,49624.30220000,3536459.25152190,14791
1594684800000,2020-07-14 00:00:00,DASH/USDT,71.83000000,72.61000000,70.02000000,71.82000000,57652.42818000,4118618.65718990,19261
1594598400000,2020-07-13 00:00:00,DASH/USDT,72.13000000,75.72000000,70.93000000,71.84000000,84435.76248000,6197305.22304420,25274
1594512000000,2020-07-12 00:00:00,DASH/USDT,72.68000000,73.17000000,70.82000000,72.05000000,62953.67605000,4530626.44969820,17739
1594425600000,2020-07-11 00:00:00,DASH/USDT,71.82000000,73.00000000,71.32000000,72.68000000,39543.60747000,2850121.21600100,12943
1594339200000,2020-07-10 00:00:00,DASH/USDT,71.85000000,71.94000000,70.16000000,71.75000000,41398.10652000,2942206.60787490,14501
1594252800000,2020-07-09 00:00:00,DASH/USDT,72.70000000,73.88000000,70.49000000,71.86000000,58625.63943000,4226551.49334210,19484
1594166400000,2020-07-08 00:00:00,DASH/USDT,69.92000000,73.28000000,69.45000000,72.70000000,71627.66206000,5145636.15663200,23757
1594080000000,2020-07-07 00:00:00,DASH/USDT,70.27000000,70.98000000,69.14000000,69.92000000,40320.35356000,2824536.10407460,15084
1593993600000,2020-07-06 00:00:00,DASH/USDT,67.28000000,70.68000000,67.03000000,70.26000000,57122.83903000,3942244.07399570,19217
1593907200000,2020-07-05 00:00:00,DASH/USDT,67.62000000,67.76000000,65.66000000,67.24000000,27308.10185000,1827813.35558440,9858
1593820800000,2020-07-04 00:00:00,DASH/USDT,66.38000000,68.26000000,66.24000000,67.63000000,32009.08418000,2155807.63287100,11218
1593734400000,2020-07-03 00:00:00,DASH/USDT,66.58000000,67.12000000,65.85000000,66.46000000,39256.79118000,2613040.38022580,11812
1593648000000,2020-07-02 00:00:00,DASH/USDT,68.32000000,68.85000000,65.40000000,66.62000000,42226.90345000,2836143.81313020,13104
1593561600000,2020-07-01 00:00:00,DASH/USDT,68.16000000,69.02000000,67.29000000,68.31000000,34539.68082000,2351626.15086870,10150
1593475200000,2020-06-30 00:00:00,DASH/USDT,69.02000000,69.22000000,67.45000000,68.11000000,29539.15052000,2017763.55446440,9395
1593388800000,2020-06-29 00:00:00,DASH/USDT,67.71000000,69.30000000,66.76000000,68.93000000,43636.27624000,2955232.13038680,14332
1593302400000,2020-06-28 00:00:00,DASH/USDT,66.93000000,68.67000000,66.07000000,67.70000000,25112.63101000,1695754.41697080,8616
1593216000000,2020-06-27 00:00:00,DASH/USDT,70.66000000,71.18000000,65.14000000,66.92000000,43141.63680000,2937778.60976650,12143
1593129600000,2020-06-26 00:00:00,DASH/USDT,71.08000000,71.57000000,69.71000000,70.68000000,21882.47201000,1542528.10596540,6853
1593043200000,2020-06-25 00:00:00,DASH/USDT,72.39000000,72.43000000,70.04000000,71.11000000,26674.84802000,1902265.11915290,7877
1592956800000,2020-06-24 00:00:00,DASH/USDT,74.06000000,75.30000000,70.76000000,72.42000000,60080.00637000,4371497.05642000,17497
1592870400000,2020-06-23 00:00:00,DASH/USDT,72.32000000,76.42000000,71.52000000,74.01000000,68535.86342000,5062958.10566390,20008
1592784000000,2020-06-22 00:00:00,DASH/USDT,70.14000000,72.81000000,70.02000000,72.33000000,27962.04173000,2006784.78458330,9119
1592697600000,2020-06-21 00:00:00,DASH/USDT,71.02000000,71.37000000,69.96000000,70.14000000,16877.09746000,1193948.49530620,6083
1592611200000,2020-06-20 00:00:00,DASH/USDT,70.08000000,71.20000000,69.18000000,71.01000000,23835.71053000,1675321.93434870,7792
1592524800000,2020-06-19 00:00:00,DASH/USDT,71.44000000,71.44000000,69.87000000,70.10000000,23931.35415000,1687588.93424740,9629
1592438400000,2020-06-18 00:00:00,DASH/USDT,72.43000000,72.65000000,70.68000000,71.46000000,22382.29368000,1607381.88946800,7771
1592352000000,2020-06-17 00:00:00,DASH/USDT,72.66000000,73.51000000,70.83000000,72.42000000,24981.86909000,1808896.21347310,9496
1592265600000,2020-06-16 00:00:00,DASH/USDT,71.86000000,73.18000000,71.40000000,72.63000000,35170.23870000,2544862.85455080,11008
1592179200000,2020-06-15 00:00:00,DASH/USDT,72.55000000,72.62000000,68.50000000,71.77000000,48047.05676000,3387472.96919450,15674
1592092800000,2020-06-14 00:00:00,DASH/USDT,74.19000000,74.36000000,71.94000000,72.56000000,25223.59019000,1849519.82631950,8497
1592006400000,2020-06-13 00:00:00,DASH/USDT,73.27000000,74.39000000,72.56000000,74.18000000,22517.90796000,1650474.41629320,8768
1591920000000,2020-06-12 00:00:00,DASH/USDT,72.24000000,74.87000000,71.07000000,73.27000000,42187.33381000,3094220.26553450,13606
1591833600000,2020-06-11 00:00:00,DASH/USDT,78.23000000,78.71000000,71.76000000,72.24000000,69195.78222000,5263443.45738490,22300
1591747200000,2020-06-10 00:00:00,DASH/USDT,77.45000000,78.35000000,77.02000000,78.21000000,30382.50707000,2363554.81513360,10198
1591660800000,2020-06-09 00:00:00,DASH/USDT,77.79000000,78.03000000,76.59000000,77.42000000,23087.51963000,1785768.77449700,7339
1591574400000,2020-06-08 00:00:00,DASH/USDT,78.00000000,78.35000000,77.00000000,77.77000000,23624.54078000,1833614.20681180,10186
1591488000000,2020-06-07 00:00:00,DASH/USDT,78.31000000,78.77000000,75.82000000,77.99000000,31826.94331000,2466153.12795170,11464
1591401600000,2020-06-06 00:00:00,DASH/USDT,77.84000000,79.22000000,77.06000000,78.30000000,28314.39715000,2217061.22948670,8923
1591315200000,2020-06-05 00:00:00,DASH/USDT,78.52000000,79.82000000,77.72000000,77.81000000,44672.78120000,3515881.74748620,17095
1591228800000,2020-06-04 00:00:00,DASH/USDT,78.23000000,79.15000000,76.64000000,78.60000000,58446.26512000,4562186.68634900,19146
1591142400000,2020-06-03 00:00:00,DASH/USDT,78.18000000,78.67000000,76.63000000,78.20000000,59641.52931000,4631762.28718670,17583
1591056000000,2020-06-02 00:00:00,DASH/USDT,80.08000000,82.28000000,76.01000000,78.26000000,108927.88649000,8677861.91250410,31671
1590969600000,2020-06-01 00:00:00,DASH/USDT,76.32000000,80.40000000,75.59000000,80.06000000,92745.69787000,7207994.78332140,28911
1590883200000,2020-05-31 00:00:00,DASH/USDT,79.01000000,80.88000000,75.55000000,76.33000000,77435.08359000,6053284.96005570,27265
1590796800000,2020-05-30 00:00:00,DASH/USDT,74.17000000,79.68000000,73.52000000,79.01000000,103075.68133000,7927674.00239990,27566
1590710400000,2020-05-29 00:00:00,DASH/USDT,75.08000000,75.60000000,73.31000000,74.16000000,47813.93516000,3556538.09551060,15414
1590624000000,2020-05-28 00:00:00,DASH/USDT,73.60000000,75.30000000,72.43000000,75.06000000,43733.68097000,3232486.34355090,15249
1590537600000,2020-05-27 00:00:00,DASH/USDT,72.61000000,74.68000000,72.32000000,73.60000000,47054.30102000,3464177.78683710,14937
1590451200000,2020-05-26 00:00:00,DASH/USDT,73.56000000,73.86000000,71.26000000,72.61000000,44621.44898000,3239428.84985480,16373
1590364800000,2020-05-25 00:00:00,DASH/USDT,71.67000000,73.73000000,70.93000000,73.60000000,33454.71688000,2434164.06412170,11622
1590278400000,2020-05-24 00:00:00,DASH/USDT,73.85000000,75.46000000,71.58000000,71.67000000,57680.89114000,4257466.97509300,18806
1590192000000,2020-05-23 00:00:00,DASH/USDT,74.77000000,75.80000000,73.36000000,73.87000000,48331.10005000,3598660.20589210,15037
1590105600000,2020-05-22 00:00:00,DASH/USDT,73.12000000,75.57000000,72.40000000,74.77000000,55764.86652000,4155342.27079120,17638
1590019200000,2020-05-21 00:00:00,DASH/USDT,78.33000000,78.62000000,71.00000000,73.09000000,78273.13025000,5880591.12236940,26296
1589932800000,2020-05-20 00:00:00,DASH/USDT,77.21000000,78.61000000,74.73000000,78.35000000,82734.15623000,6398450.93658440,24326
1589846400000,2020-05-19 00:00:00,DASH/USDT,76.21000000,77.25000000,73.98000000,77.15000000,57472.09282000,4355912.51212920,18272
1589760000000,2020-05-18 00:00:00,DASH/USDT,75.02000000,78.36000000,74.84000000,76.20000000,71217.27700000,5451887.49451140,22306
1589673600000,2020-05-17 00:00:00,DASH/USDT,73.65000000,77.19000000,73.47000000,75.03000000,75524.74330000,5740468.36391070,25173
1589587200000,2020-05-16 00:00:00,DASH/USDT,72.45000000,74.48000000,72.09000000,73.71000000,45053.21481000,3319483.05736840,13771
1589500800000,2020-05-15 00:00:00,DASH/USDT,74.54000000,74.96000000,71.83000000,72.44000000,57496.11399000,4221292.71852110,19525
1589414400000,2020-05-14 00:00:00,DASH/USDT,73.84000000,75.86000000,73.14000000,74.56000000,53605.54899000,3994294.46319950,20635
1589328000000,2020-05-13 00:00:00,DASH/USDT,73.22000000,74.80000000,72.18000000,73.81000000,53489.66559000,3934173.51376150,19673
1589241600000,2020-05-12 00:00:00,DASH/USDT,69.74000000,75.03000000,69.34000000,73.31000000,84472.00875000,6111850.92603970,28058
1589155200000,2020-05-11 00:00:00,DASH/USDT,72.16000000,73.46000000,66.11000000,69.73000000,129034.47344000,9056191.44150850,43000
1589068800000,2020-05-10 00:00:00,DASH/USDT,79.61000000,79.63000000,68.40000000,72.10000000,175512.38769000,12650413.48416390,70702
1588982400000,2020-05-09 00:00:00,DASH/USDT,81.79000000,82.50000000,79.03000000,79.59000000,69717.81564000,5646413.76700370,22753
1588896000000,2020-05-08 00:00:00,DASH/USDT,78.78000000,83.26000000,77.00000000,81.80000000,104474.49072000,8360573.40618160,33447
1588809600000,2020-05-07 00:00:00,DASH/USDT,77.15000000,80.18000000,76.29000000,78.76000000,80057.50512000,6269161.43566130,29862
1588723200000,2020-05-06 00:00:00,DASH/USDT,79.45000000,80.98000000,76.65000000,77.11000000,55658.29396000,4418542.97832120,24784
1588636800000,2020-05-05 00:00:00,DASH/USDT,79.54000000,81.13000000,77.62000000,79.37000000,47651.49174000,3790342.19872690,22564
1588550400000,2020-05-04 00:00:00,DASH/USDT,81.09000000,81.20000000,75.36000000,79.54000000,88955.28744000,6963672.76816510,32232
1588464000000,2020-05-03 00:00:00,DASH/USDT,83.29000000,83.88000000,79.80000000,81.07000000,64986.63162000,5331392.63392140,31071
1588377600000,2020-05-02 00:00:00,DASH/USDT,82.93000000,83.76000000,81.60000000,83.26000000,57455.69932000,4754532.58433680,27465
1588291200000,2020-05-01 00:00:00,DASH/USDT,80.72000000,83.98000000,80.72000000,82.95000000,85529.75686000,7066041.53272320,36717
1588204800000,2020-04-30 00:00:00,DASH/USDT,85.38000000,88.77000000,80.24000000,80.74000000,204337.47107000,17201878.12071190,71189
1588118400000,2020-04-29 00:00:00,DASH/USDT,82.23000000,86.10000000,82.01000000,85.36000000,158868.61638000,13395416.83854840,62779
1588032000000,2020-04-28 00:00:00,DASH/USDT,82.73000000,83.13000000,79.75000000,82.21000000,90956.57783000,7427555.81250170,38104
1587945600000,2020-04-27 00:00:00,DASH/USDT,84.15000000,84.60000000,80.03000000,82.75000000,116450.16820000,9591260.99098020,51100
1587859200000,2020-04-26 00:00:00,DASH/USDT,85.75000000,87.50000000,81.93000000,84.12000000,123447.45116000,10506487.15529160,49182
1587772800000,2020-04-25 00:00:00,DASH/USDT,81.38000000,88.19000000,80.45000000,85.78000000,110382.02633000,9355478.18199050,40796
1587686400000,2020-04-24 00:00:00,DASH/USDT,81.26000000,82.93000000,80.48000000,81.37000000,60986.31571000,4994131.14754610,22094
1587600000000,2020-04-23 00:00:00,DASH/USDT,80.84000000,84.61000000,78.88000000,81.26000000,147824.21940000,12033899.90930440,52696
1587513600000,2020-04-22 00:00:00,DASH/USDT,74.46000000,82.10000000,74.06000000,80.80000000,136483.49151000,10778537.40178470,46746
1587427200000,2020-04-21 00:00:00,DASH/USDT,74.29000000,75.93000000,72.92000000,74.48000000,96123.86094000,7160553.08177350,36251
1587340800000,2020-04-20 00:00:00,DASH/USDT,80.27000000,82.80000000,72.71000000,74.29000000,174399.25211000,13656683.51426940,62347
1587254400000,2020-04-19 00:00:00,DASH/USDT,80.20000000,83.46000000,77.28000000,80.23000000,144719.87604000,11697974.78617550,57559
1587168000000,2020-04-18 00:00:00,DASH/USDT,76.29000000,80.50000000,76.13000000,80.16000000,102156.38065000,8055048.87040790,40261
1587081600000,2020-04-17 00:00:00,DASH/USDT,76.12000000,78.09000000,74.54000000,76.31000000,84369.64759000,6401872.80807330,30559
1586995200000,2020-04-16 00:00:00,DASH/USDT,70.70000000,77.41000000,67.45000000,76.09000000,137246.50524000,10134546.72800970,50432
1586908800000,2020-04-15 00:00:00,DASH/USDT,72.32000000,73.71000000,70.08000000,70.70000000,60325.39895000,4335178.53260520,23046
1586822400000,2020-04-14 00:00:00,DASH/USDT,73.18000000,74.55000000,71.86000000,72.32000000,84751.44340000,6210167.41313790,32410
1586736000000,2020-04-13 00:00:00,DASH/USDT,74.09000000,74.09000000,70.48000000,73.13000000,159135.83509000,11484506.24269020,55993
1586649600000,2020-04-12 00:00:00,DASH/USDT,74.98000000,78.33000000,72.91000000,74.10000000,136706.44746000,10345872.67261680,46565
1586563200000,2020-04-11 00:00:00,DASH/USDT,74.10000000,78.01000000,73.05000000,74.97000000,196064.74128000,14745767.07585970,65748
1586476800000,2020-04-10 00:00:00,DASH/USDT,82.84000000,83.29000000,69.88000000,74.10000000,265980.02240000,20088739.03988180,80454
1586390400000,2020-04-09 00:00:00,DASH/USDT,75.52000000,84.42000000,74.03000000,82.83000000,224050.73020000,17812042.61146780,63558
1586304000000,2020-04-08 00:00:00,DASH/USDT,72.25000000,76.60000000,71.13000000,75.52000000,136538.15876000,10171697.51814450,44760
1586217600000,2020-04-07 00:00:00,DASH/USDT,73.17000000,76.16000000,70.22000000,72.22000000,161074.78882000,11851311.62747970,50744
1586131200000,2020-04-06 00:00:00,DASH/USDT,66.88000000,73.35000000,66.82000000,73.19000000,141591.29831000,9962801.55685210,43185
1586044800000,2020-04-05 00:00:00,DASH/USDT,68.55000000,68.78000000,65.80000000,66.89000000,62283.81855000,4188913.00268090,19946
1585958400000,2020-04-04 00:00:00,DASH/USDT,67.38000000,69.37000000,66.66000000,68.46000000,111380.92828000,7603128.77888960,33944
1585872000000,2020-04-03 00:00:00,DASH/USDT,67.50000000,70.29000000,66.21000000,67.40000000,94563.64527000,6474126.42101900,29050
1585785600000,2020-04-02 00:00:00,DASH/USDT,66.05000000,71.76000000,65.01000000,67.51000000,111332.83191000,7527463.69108640,33571
1585699200000,2020-04-01 00:00:00,DASH/USDT,64.98000000,66.70000000,62.40000000,66.03000000,83277.09030000,5357220.69032100,24584
1585612800000,2020-03-31 00:00:00,DASH/USDT,65.81000000,66.40000000,64.05000000,64.97000000,76470.95299000,4993228.11706730,23139
1585526400000,2020-03-30 00:00:00,DASH/USDT,60.46000000,67.47000000,60.41000000,65.81000000,92652.39172000,6014521.49764010,30648
1585440000000,2020-03-29 00:00:00,DASH/USDT,65.27000000,65.80000000,60.36000000,60.46000000,74588.72405000,4715303.83113230,22328
1585353600000,2020-03-28 00:00:00,DASH/USDT,67.59000000,67.59000000,61.93000000,65.21000000,155120.81075000,9970615.43299480,43534
1585267200000,2020-03-27 00:00:00,DASH/USDT,68.17000000,73.08000000,66.76000000,67.59000000,142671.23630000,9983171.64714130,48654
1585180800000,2020-03-26 00:00:00,DASH/USDT,67.81000000,68.65000000,66.48000000,68.23000000,70904.73463000,4792616.50733050,25983
1585094400000,2020-03-25 00:00:00,DASH/USDT,69.51000000,70.42000000,66.23000000,67.72000000,104935.72796000,7140195.33430380,43225
1585008000000,2020-03-24 00:00:00,DASH/USDT,70.84000000,71.48000000,67.06000000,69.53000000,126750.56914000,8792731.63306810,54684
1584921600000,2020-03-23 00:00:00,DASH/USDT,62.44000000,71.35000000,61.20000000,70.87000000,165283.61723000,10969027.51810420,67461
1584835200000,2020-03-22 00:00:00,DASH/USDT,71.37000000,73.56000000,61.64000000,62.44000000,213394.93440000,14512075.49120360,74624
1584748800000,2020-03-21 00:00:00,DASH/USDT,71.76000000,75.57000000,67.63000000,71.37000000,298477.33757000,21404248.77746770,102399
1584662400000,2020-03-20 00:00:00,DASH/USDT,65.53000000,77.97000000,62.44000000,71.78000000,362997.64844000,25486845.51629630,118032
1584576000000,2020-03-19 00:00:00,DASH/USDT,62.50000000,70.09000000,56.61000000,65.47000000,372525.60411000,23090251.02799620,121534
1584489600000,2020-03-18 00:00:00,DASH/USDT,45.58000000,63.00000000,45.00000000,62.64000000,373823.33500000,19635175.56863190,107757
1584403200000,2020-03-17 00:00:00,DASH/USDT,43.12000000,46.80000000,42.33000000,45.57000000,122766.30757000,5545426.95533780,44459
1584316800000,2020-03-16 00:00:00,DASH/USDT,47.23000000,47.69000000,38.49000000,43.12000000,164413.95329000,6966176.57687760,65412
1584230400000,2020-03-15 00:00:00,DASH/USDT,45.94000000,50.91000000,45.40000000,47.31000000,92324.25487000,4356138.13908750,35346
1584144000000,2020-03-14 00:00:00,DASH/USDT,51.21000000,51.21000000,45.13000000,45.97000000,138714.83937000,6668766.80602700,50777
1584057600000,2020-03-13 00:00:00,DASH/USDT,44.38000000,53.00000000,31.33000000,51.16000000,303365.10054000,13505303.42610580,122733
1583971200000,2020-03-12 00:00:00,DASH/USDT,72.24000000,72.55000000,40.98000000,44.40000000,257910.65485000,13954472.68979740,110100
1583884800000,2020-03-11 00:00:00,DASH/USDT,74.73000000,75.34000000,67.11000000,72.24000000,84538.98845000,6073175.56879810,47069
1583798400000,2020-03-10 00:00:00,DASH/USDT,73.61000000,76.40000000,71.40000000,74.60000000,96811.51486000,7153173.22218820,54354
1583712000000,2020-03-09 00:00:00,DASH/USDT,73.74000000,75.62000000,67.71000000,73.65000000,159048.24198000,11504804.44637960,62724
1583625600000,2020-03-08 00:00:00,DASH/USDT,88.11000000,88.11000000,72.76000000,73.70000000,115784.84570000,9282089.09266560,51257
1583539200000,2020-03-07 00:00:00,DASH/USDT,93.93000000,94.25000000,87.39000000,88.12000000,50339.22420000,4566360.47980340,24952
1583452800000,2020-03-06 00:00:00,DASH/USDT,89.80000000,94.24000000,89.01000000,93.94000000,60705.25580000,5575620.19877200,34193
1583366400000,2020-03-05 00:00:00,DASH/USDT,86.88000000,92.53000000,86.86000000,89.87000000,57209.49604000,5170921.00460700,36693
1583280000000,2020-03-04 00:00:00,DASH/USDT,88.57000000,90.05000000,85.36000000,86.88000000,35757.86985000,3140402.44688800,25102
1583193600000,2020-03-03 00:00:00,DASH/USDT,90.31000000,90.62000000,87.04000000,88.56000000,54079.45402000,4801727.30072950,33919
1583107200000,2020-03-02 00:00:00,DASH/USDT,84.58000000,92.04000000,84.05000000,90.26000000,85511.56065000,7580629.20956250,47529
1583020800000,2020-03-01 00:00:00,DASH/USDT,85.24000000,89.98000000,83.02000000,84.59000000,74133.24342000,6427064.71140130,43421
1582934400000,2020-02-29 00:00:00,DASH/USDT,88.02000000,90.38000000,85.03000000,85.35000000,62442.92872000,5490904.08291110,34509
1582848000000,2020-02-28 00:00:00,DASH/USDT,89.88000000,92.87000000,83.03000000,88.09000000,152053.62302000,13371538.03203810,80722
1582761600000,2020-02-27 00:00:00,DASH/USDT,84.33000000,94.20000000,79.73000000,89.88000000,159594.60259000,13928322.61780620,103010
1582675200000,2020-02-26 00:00:00,DASH/USDT,95.52000000,96.68000000,79.08000000,84.29000000,157030.83445000,13610912.52320510,90608
1582588800000,2020-02-25 00:00:00,DASH/USDT,103.40000000,103.56000000,94.51000000,95.52000000,92335.28307000,9058135.47796120,49216
1582502400000,2020-02-24 00:00:00,DASH/USDT,108.05000000,108.93000000,99.55000000,103.41000000,70242.87157000,7298865.85751790,48702
1582416000000,2020-02-23 00:00:00,DASH/USDT,103.75000000,109.29000000,103.40000000,108.09000000,60858.17766000,6514206.17763850,42498
1582329600000,2020-02-22 00:00:00,DASH/USDT,107.51000000,109.36000000,102.75000000,103.79000000,82172.02606000,8669270.38742890,44677
1582243200000,2020-02-21 00:00:00,DASH/USDT,104.76000000,110.17000000,102.89000000,107.39000000,87336.87694000,9280128.76338640,47229
1582156800000,2020-02-20 00:00:00,DASH/USDT,104.78000000,107.25000000,98.89000000,104.82000000,99713.88020000,10317528.16865760,56603
1582070400000,2020-02-19 00:00:00,DASH/USDT,115.53000000,115.81000000,104.36000000,104.87000000,82092.62178000,9102714.05768030,40221
1581984000000,2020-02-18 00:00:00,DASH/USDT,114.63000000,117.47000000,107.01000000,115.56000000,97913.98228000,11092132.47266650,47759
