https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT,tradecount
1614038400000,2021-02-23 00:00:00,EOS/USDT,4.68830000,4.72210000,3.18620000,3.85210000,101007395.36000000,390977884.34895000,685943
1613952000000,2021-02-22 00:00:00,EOS/USDT,5.10080000,5.30480000,4.09900000,4.68770000,78799750.21000000,378586220.79884500,644000
1613865600000,2021-02-21 00:00:00,EOS/USDT,4.84000000,5.36550000,4.72960000,5.10080000,40374613.60000000,203941736.77652200,348949
1613779200000,2021-02-20 00:00:00,EOS/USDT,5.22650000,5.45450000,4.51860000,4.83900000,51716507.01000000,267080451.28050100,380693
1613692800000,2021-02-19 00:00:00,EOS/USDT,4.81500000,5.37630000,4.65000000,5.22670000,51485574.30000000,262298329.62039800,376403
1613606400000,2021-02-18 00:00:00,EOS/USDT,4.84270000,5.00700000,4.65840000,4.81460000,32897326.85000000,159775088.65250100,236835
1613520000000,2021-02-17 00:00:00,EOS/USDT,4.64380000,4.88700000,4.42110000,4.84410000,36369451.02000000,171551543.22651700,257180
1613433600000,2021-02-16 00:00:00,EOS/USDT,4.71430000,4.97200000,4.41400000,4.64470000,52643137.62000000,247982957.59752500,317116
1613347200000,2021-02-15 00:00:00,EOS/USDT,5.06540000,5.24430000,4.12440000,4.71480000,64176584.35000000,302391300.17180100,443520
1613260800000,2021-02-14 00:00:00,EOS/USDT,5.55020000,5.60280000,4.86140000,5.06670000,53628704.89000000,281526575.36838800,620695
1613174400000,2021-02-13 00:00:00,EOS/USDT,4.75060000,5.56000000,4.49000000,5.55620000,77049397.80000000,387473887.13132100,580776
1613088000000,2021-02-12 00:00:00,EOS/USDT,4.57990000,4.84000000,4.22500000,4.74890000,52730255.73000000,240201539.80307200,410278
1613001600000,2021-02-11 00:00:00,EOS/USDT,4.12620000,4.67380000,4.00000000,4.58330000,57897957.72000000,250714150.87144000,379402
1612915200000,2021-02-10 00:00:00,EOS/USDT,4.16440000,4.53910000,3.63330000,4.12600000,92504279.48000000,381038361.84919500,549859
1612828800000,2021-02-09 00:00:00,EOS/USDT,3.59620000,4.31020000,3.48030000,4.16310000,74686340.05000000,288007700.94900100,439678
1612742400000,2021-02-08 00:00:00,EOS/USDT,3.44000000,3.60000000,3.35030000,3.59370000,45616122.74000000,158145067.25866300,284408
1612656000000,2021-02-07 00:00:00,EOS/USDT,3.21030000,3.59000000,3.02510000,3.44000000,71730948.25000000,239629299.22438500,357272
1612569600000,2021-02-06 00:00:00,EOS/USDT,3.31480000,3.32590000,3.13330000,3.20920000,26168387.51000000,84229640.55726000,184465
1612483200000,2021-02-05 00:00:00,EOS/USDT,3.02260000,3.38000000,3.01050000,3.31280000,34894929.50000000,110998139.20939900,224221
1612396800000,2021-02-04 00:00:00,EOS/USDT,3.06650000,3.14880000,2.98000000,3.02260000,24736829.90000000,75451532.59533800,172111
1612310400000,2021-02-03 00:00:00,EOS/USDT,2.99760000,3.13850000,2.98460000,3.06650000,21949660.93000000,67070966.81379300,139418
1612224000000,2021-02-02 00:00:00,EOS/USDT,3.05490000,3.07620000,2.95300000,2.99790000,25606816.44000000,77026448.78875400,158825
1612137600000,2021-02-01 00:00:00,EOS/USDT,2.92980000,3.28000000,2.89300000,3.05500000,81454074.44000000,251617169.49536800,413463
1612051200000,2021-01-31 00:00:00,EOS/USDT,2.93140000,3.07680000,2.79470000,2.92970000,48808848.44000000,142995548.36203800,288416
1611964800000,2021-01-30 00:00:00,EOS/USDT,2.72550000,3.09890000,2.68800000,2.93190000,46687724.55000000,134910682.80559000,287479
1611878400000,2021-01-29 00:00:00,EOS/USDT,2.70770000,2.90000000,2.64680000,2.72320000,42065679.73000000,116251941.56142300,249591
1611792000000,2021-01-28 00:00:00,EOS/USDT,2.50130000,2.79430000,2.47360000,2.70900000,28543070.19000000,76243141.65394400,159411
1611705600000,2021-01-27 00:00:00,EOS/USDT,2.62780000,2.62810000,2.46330000,2.50010000,13739860.94000000,34831585.85311800,95692
1611619200000,2021-01-26 00:00:00,EOS/USDT,2.64830000,2.67340000,2.55370000,2.62780000,11431400.81000000,29872800.24321900,80949
1611532800000,2021-01-25 00:00:00,EOS/USDT,2.71350000,2.76710000,2.63080000,2.64810000,14815480.94000000,40250639.41093200,96615
1611446400000,2021-01-24 00:00:00,EOS/USDT,2.70280000,2.77320000,2.64610000,2.71350000,14726360.60000000,40079730.29564500,89780
1611360000000,2021-01-23 00:00:00,EOS/USDT,2.62070000,2.78280000,2.57470000,2.70280000,22166538.13000000,59378553.47033500,130316
1611273600000,2021-01-22 00:00:00,EOS/USDT,2.54420000,2.67480000,2.43090000,2.62080000,22876177.83000000,58853239.15124400,139314
1611187200000,2021-01-21 00:00:00,EOS/USDT,2.77610000,2.78320000,2.49580000,2.54510000,26622270.07000000,70150607.05805500,165623
1611100800000,2021-01-20 00:00:00,EOS/USDT,2.78970000,2.82340000,2.65600000,2.77560000,24136427.43000000,66217134.44955000,178036
1611014400000,2021-01-19 00:00:00,EOS/USDT,2.81550000,2.92720000,2.78200000,2.78950000,34691602.04000000,99179856.75352700,204914
1610928000000,2021-01-18 00:00:00,EOS/USDT,2.76390000,2.83510000,2.70210000,2.81440000,21835501.73000000,60630711.97474800,137726
1610841600000,2021-01-17 00:00:00,EOS/USDT,2.77710000,2.80350000,2.68040000,2.76400000,21830570.16000000,59964210.35866100,137575
1610755200000,2021-01-16 00:00:00,EOS/USDT,2.75670000,2.88430000,2.70560000,2.77700000,34613368.34000000,96995202.23473700,216069
1610668800000,2021-01-15 00:00:00,EOS/USDT,2.80940000,2.93690000,2.58000000,2.75660000,41381415.15000000,114546660.32193300,229178
1610582400000,2021-01-14 00:00:00,EOS/USDT,2.76810000,2.85890000,2.69130000,2.80890000,32720798.98000000,90577969.66588100,184244
1610496000000,2021-01-13 00:00:00,EOS/USDT,2.59840000,2.79330000,2.52430000,2.76700000,27740001.36000000,74106859.34451400,141858
1610409600000,2021-01-12 00:00:00,EOS/USDT,2.66920000,2.77040000,2.53050000,2.59690000,36062487.03000000,95812331.84051400,188592
1610323200000,2021-01-11 00:00:00,EOS/USDT,3.05550000,3.06960000,2.38590000,2.66630000,110068969.12000000,294810900.07621300,510223
1610236800000,2021-01-10 00:00:00,EOS/USDT,3.61410000,3.92200000,2.85000000,3.05520000,123377042.10000000,413525613.63180700,588697
1610150400000,2021-01-09 00:00:00,EOS/USDT,3.10950000,3.73910000,3.01260000,3.61450000,67692589.97000000,233160829.46562500,341310
1610064000000,2021-01-08 00:00:00,EOS/USDT,3.19510000,3.25310000,2.90000000,3.10940000,44115462.00000000,136291274.10333600,228969
1609977600000,2021-01-07 00:00:00,EOS/USDT,3.37140000,3.44880000,3.05000000,3.19430000,70175676.38000000,230729793.10156800,354359
1609891200000,2021-01-06 00:00:00,EOS/USDT,2.88610000,3.45500000,2.84740000,3.37110000,64001252.23000000,203259129.72315800,352420
1609804800000,2021-01-05 00:00:00,EOS/USDT,2.81990000,2.95370000,2.71040000,2.88620000,30181879.28000000,85593226.41825100,183292
1609718400000,2021-01-04 00:00:00,EOS/USDT,2.79900000,3.12200000,2.62000000,2.81910000,52251721.55000000,149823765.49561200,289402
1609632000000,2021-01-03 00:00:00,EOS/USDT,2.63160000,2.84440000,2.57670000,2.79850000,34686424.89000000,94151339.13296400,220237
1609545600000,2021-01-02 00:00:00,EOS/USDT,2.63810000,2.72320000,2.56270000,2.63210000,17549382.44000000,46146783.41053700,128653
1609459200000,2021-01-01 00:00:00,EOS/USDT,2.59060000,2.73130000,2.56700000,2.63780000,13298192.52000000,35099545.43622500,101560
1609372800000,2020-12-31 00:00:00,EOS/USDT,2.61240000,2.65670000,2.51190000,2.59110000,13739882.68000000,35584325.31335200,94764
1609286400000,2020-12-30 00:00:00,EOS/USDT,2.64060000,2.67230000,2.53480000,2.61230000,16477769.52000000,42772972.93096900,109286
1609200000000,2020-12-29 00:00:00,EOS/USDT,2.76380000,2.79370000,2.50230000,2.63910000,22432367.24000000,58984307.30289700,145045
1609113600000,2020-12-28 00:00:00,EOS/USDT,2.71640000,2.89410000,2.68500000,2.76380000,21818607.04000000,60788481.40763000,137437
1609027200000,2020-12-27 00:00:00,EOS/USDT,2.61320000,2.87210000,2.47730000,2.71670000,36340504.78000000,97901772.64372600,191941
1608940800000,2020-12-26 00:00:00,EOS/USDT,2.66570000,2.69590000,2.52510000,2.61280000,21402740.25000000,55953250.98728900,123712
1608854400000,2020-12-25 00:00:00,EOS/USDT,2.66730000,2.74330000,2.54220000,2.66610000,29259347.75000000,77152337.13831700,162235
1608768000000,2020-12-24 00:00:00,EOS/USDT,2.31470000,2.69220000,2.25080000,2.66820000,42668258.77000000,105299099.45573700,235217
1608681600000,2020-12-23 00:00:00,EOS/USDT,2.89690000,2.91470000,1.99640000,2.31480000,49781788.43000000,127551682.32687700,261635
1608595200000,2020-12-22 00:00:00,EOS/USDT,2.92920000,2.95390000,2.77100000,2.89800000,23679544.35000000,68070300.47640500,144499
1608508800000,2020-12-21 00:00:00,EOS/USDT,3.13460000,3.27840000,2.90210000,2.92880000,28585530.14000000,88132927.39457300,173621
1608422400000,2020-12-20 00:00:00,EOS/USDT,3.05280000,3.33230000,3.00150000,3.13610000,28833397.52000000,91790269.08777600,183409
1608336000000,2020-12-19 00:00:00,EOS/USDT,3.05970000,3.12000000,3.03000000,3.05350000,12646345.40000000,38948469.29738100,82690
1608249600000,2020-12-18 00:00:00,EOS/USDT,3.04150000,3.13140000,2.98300000,3.05940000,15551156.84000000,47443872.48071700,104747
1608163200000,2020-12-17 00:00:00,EOS/USDT,3.10130000,3.25730000,2.97140000,3.04160000,31664479.85000000,98634775.76047300,200515
1608076800000,2020-12-16 00:00:00,EOS/USDT,2.86150000,3.11460000,2.81590000,3.10200000,16341154.18000000,48439487.69564400,120064
1607990400000,2020-12-15 00:00:00,EOS/USDT,2.84710000,2.90230000,2.80630000,2.86150000,8046692.67000000,23010845.44240000,63443
1607904000000,2020-12-14 00:00:00,EOS/USDT,2.85050000,2.86320000,2.79850000,2.84700000,6998578.65000000,19803474.70197900,54190
1607817600000,2020-12-13 00:00:00,EOS/USDT,2.76680000,2.89990000,2.75190000,2.85070000,10072162.97000000,28536858.11798400,63050
1607731200000,2020-12-12 00:00:00,EOS/USDT,2.69450000,2.78620000,2.67820000,2.76720000,6975725.45000000,19193640.02952400,45248
1607644800000,2020-12-11 00:00:00,EOS/USDT,2.74100000,2.74940000,2.64760000,2.69380000,10162517.13000000,27391266.09867300,55619
1607558400000,2020-12-10 00:00:00,EOS/USDT,2.80830000,2.81470000,2.69990000,2.74010000,6532215.72000000,18050837.05267900,46062
1607472000000,2020-12-09 00:00:00,EOS/USDT,2.80230000,2.83600000,2.66270000,2.80850000,11243665.28000000,31091243.40728000,73021
1607385600000,2020-12-08 00:00:00,EOS/USDT,2.94920000,2.96040000,2.74400000,2.80300000,9609375.93000000,27470754.03432000,69933
1607299200000,2020-12-07 00:00:00,EOS/USDT,2.99750000,3.00900000,2.90690000,2.94910000,7935160.02000000,23531814.26906300,45021
1607212800000,2020-12-06 00:00:00,EOS/USDT,3.00900000,3.03610000,2.90860000,2.99690000,6980771.83000000,20716642.23895300,54048
1607126400000,2020-12-05 00:00:00,EOS/USDT,2.84500000,3.01260000,2.82010000,3.00790000,8528184.62000000,24927421.68410400,60757
1607040000000,2020-12-04 00:00:00,EOS/USDT,3.08040000,3.14820000,2.79770000,2.84560000,16212208.28000000,48792706.96438300,120731
1606953600000,2020-12-03 00:00:00,EOS/USDT,3.05630000,3.13460000,3.00930000,3.08030000,10269216.60000000,31558095.53522500,71412
1606867200000,2020-12-02 00:00:00,EOS/USDT,2.99420000,3.08630000,2.95900000,3.05650000,11397214.15000000,34550348.94235000,84706
1606780800000,2020-12-01 00:00:00,EOS/USDT,3.25990000,3.34000000,2.92060000,2.99420000,27621880.93000000,86798710.07879500,166636
1606694400000,2020-11-30 00:00:00,EOS/USDT,3.03210000,3.28200000,2.99520000,3.26150000,25341850.19000000,79778711.78987700,145465
1606608000000,2020-11-29 00:00:00,EOS/USDT,2.99760000,3.09860000,2.90350000,3.03110000,16498728.74000000,49293852.23585100,100520
1606521600000,2020-11-28 00:00:00,EOS/USDT,2.87340000,3.07310000,2.82020000,2.99820000,19030456.76000000,56188714.81664100,122431
1606435200000,2020-11-27 00:00:00,EOS/USDT,2.95240000,3.03000000,2.75320000,2.87340000,24009942.96000000,69209376.69150300,140990
1606348800000,2020-11-26 00:00:00,EOS/USDT,3.42480000,3.53200000,2.70530000,2.95220000,58593382.07000000,178602179.50947500,363282
1606262400000,2020-11-25 00:00:00,EOS/USDT,3.59900000,3.88020000,3.30370000,3.42470000,42122344.92000000,150682016.28182700,321261
1606176000000,2020-11-24 00:00:00,EOS/USDT,3.37800000,3.77610000,3.32850000,3.59870000,49169188.39000000,173849919.52077400,362440
1606089600000,2020-11-23 00:00:00,EOS/USDT,3.06370000,3.40000000,2.99470000,3.37890000,42578449.47000000,136617126.30840100,256581
1606003200000,2020-11-22 00:00:00,EOS/USDT,3.23190000,3.30510000,2.89610000,3.06330000,40566393.08000000,125284865.41704300,221113
1605916800000,2020-11-21 00:00:00,EOS/USDT,2.78020000,3.25860000,2.68810000,3.23060000,48331723.32000000,145432587.12840800,252497
1605830400000,2020-11-20 00:00:00,EOS/USDT,2.63580000,2.82860000,2.63330000,2.77980000,18542539.88000000,50768197.72522200,131565
1605744000000,2020-11-19 00:00:00,EOS/USDT,2.63820000,2.70000000,2.55940000,2.63630000,10989620.24000000,28907064.05761100,83357
1605657600000,2020-11-18 00:00:00,EOS/USDT,2.71570000,2.73230000,2.44760000,2.63710000,19787146.16000000,51684862.03681400,141352
1605571200000,2020-11-17 00:00:00,EOS/USDT,2.58260000,2.75590000,2.57520000,2.71620000,17182505.30000000,46074481.27540200,119283
1605484800000,2020-11-16 00:00:00,EOS/USDT,2.49610000,2.60560000,2.48560000,2.58300000,8258090.17000000,21079697.78332800,54041
1605398400000,2020-11-15 00:00:00,EOS/USDT,2.53590000,2.54760000,2.46910000,2.49610000,5833997.73000000,14669450.29586900,39077
1605312000000,2020-11-14 00:00:00,EOS/USDT,2.59850000,2.61080000,2.49610000,2.53590000,6908392.65000000,17582738.25607900,58119
1605225600000,2020-11-13 00:00:00,EOS/USDT,2.46240000,2.64000000,2.45530000,2.59820000,10104959.94000000,25714132.44037500,66530
1605139200000,2020-11-12 00:00:00,EOS/USDT,2.49810000,2.50410000,2.43200000,2.46320000,6988557.27000000,17291272.49787300,44552
1605052800000,2020-11-11 00:00:00,EOS/USDT,2.49800000,2.53920000,2.49190000,2.49820000,4874289.08000000,12247096.64387600,35552
1604966400000,2020-11-10 00:00:00,EOS/USDT,2.49750000,2.52820000,2.47600000,2.49800000,5413255.43000000,13542120.17388100,35742
1604880000000,2020-11-09 00:00:00,EOS/USDT,2.53560000,2.55880000,2.45720000,2.49750000,6274076.91000000,15757655.92440000,45615
1604793600000,2020-11-08 00:00:00,EOS/USDT,2.49710000,2.56300000,2.48270000,2.53610000,5149937.99000000,13000863.65444200,35145
1604707200000,2020-11-07 00:00:00,EOS/USDT,2.53480000,2.62620000,2.44630000,2.49710000,13337578.26000000,34025902.86591000,89444
1604620800000,2020-11-06 00:00:00,EOS/USDT,2.44670000,2.54500000,2.43780000,2.53490000,12903400.78000000,32205758.43953100,75068
1604534400000,2020-11-05 00:00:00,EOS/USDT,2.35060000,2.48910000,2.34950000,2.44640000,12180086.72000000,29335061.02599300,65422
1604448000000,2020-11-04 00:00:00,EOS/USDT,2.36520000,2.37520000,2.29000000,2.35060000,7808043.06000000,18270919.06236700,40730
1604361600000,2020-11-03 00:00:00,EOS/USDT,2.43320000,2.44320000,2.22590000,2.36550000,13815918.08000000,32170130.37772600,70189
1604275200000,2020-11-02 00:00:00,EOS/USDT,2.51860000,2.55030000,2.40910000,2.43300000,8610468.71000000,21265439.59606500,49223
1604188800000,2020-11-01 00:00:00,EOS/USDT,2.52790000,2.54060000,2.45480000,2.51850000,4276592.54000000,10705418.56394700,25672
1604102400000,2020-10-31 00:00:00,EOS/USDT,2.50710000,2.56650000,2.49390000,2.52800000,5946231.53000000,15047305.97869600,34345
1604016000000,2020-10-30 00:00:00,EOS/USDT,2.63860000,2.64690000,2.40350000,2.50680000,13459280.97000000,33998854.35881100,74059
1603929600000,2020-10-29 00:00:00,EOS/USDT,2.65200000,2.67980000,2.60110000,2.63870000,6578696.29000000,17416805.80702300,37791
1603843200000,2020-10-28 00:00:00,EOS/USDT,2.67350000,2.75410000,2.62100000,2.65240000,11763103.37000000,31421686.01834000,69116
1603756800000,2020-10-27 00:00:00,EOS/USDT,2.62950000,2.69650000,2.62680000,2.67390000,5532423.77000000,14700641.48821500,34510
1603670400000,2020-10-26 00:00:00,EOS/USDT,2.70720000,2.74960000,2.59180000,2.62910000,10409838.33000000,27892985.43372000,62176
1603584000000,2020-10-25 00:00:00,EOS/USDT,2.65940000,2.73800000,2.61810000,2.70740000,6792693.84000000,18119000.49067300,40176
1603497600000,2020-10-24 00:00:00,EOS/USDT,2.63930000,2.67000000,2.61400000,2.65970000,3906214.81000000,10334424.24932900,24221
1603411200000,2020-10-23 00:00:00,EOS/USDT,2.66940000,2.68420000,2.59920000,2.63950000,6959185.76000000,18457996.64030300,43831
1603324800000,2020-10-22 00:00:00,EOS/USDT,2.60540000,2.70450000,2.60350000,2.66930000,9918977.68000000,26411929.91731100,59490
1603238400000,2020-10-21 00:00:00,EOS/USDT,2.52630000,2.65500000,2.52150000,2.60550000,11791033.47000000,30629577.95308500,61624
1603152000000,2020-10-20 00:00:00,EOS/USDT,2.58140000,2.58560000,2.50070000,2.52640000,7665418.38000000,19501064.56401100,45393
1603065600000,2020-10-19 00:00:00,EOS/USDT,2.54550000,2.61100000,2.52370000,2.58190000,6620719.33000000,16972535.12679900,40802
1602979200000,2020-10-18 00:00:00,EOS/USDT,2.52170000,2.55690000,2.51770000,2.54590000,3171318.89000000,8040665.07555500,18369
1602892800000,2020-10-17 00:00:00,EOS/USDT,2.53780000,2.54890000,2.50360000,2.52170000,4641493.94000000,11731107.17756500,33659
1602806400000,2020-10-16 00:00:00,EOS/USDT,2.59810000,2.61080000,2.49110000,2.53620000,9757793.36000000,24790856.81042000,59543
1602720000000,2020-10-15 00:00:00,EOS/USDT,2.60680000,2.62800000,2.58240000,2.59850000,6105948.61000000,15896176.44266900,38711
1602633600000,2020-10-14 00:00:00,EOS/USDT,2.63830000,2.65160000,2.58040000,2.60650000,6416013.09000000,16803515.59176000,41258
1602547200000,2020-10-13 00:00:00,EOS/USDT,2.64280000,2.66550000,2.61040000,2.63830000,7832610.70000000,20675135.05766700,47012
1602460800000,2020-10-12 00:00:00,EOS/USDT,2.65740000,2.68240000,2.60750000,2.64280000,11318415.21000000,30009349.08013100,60004
1602374400000,2020-10-11 00:00:00,EOS/USDT,2.64140000,2.68600000,2.61500000,2.65760000,6672391.34000000,17738756.54329100,40078
1602288000000,2020-10-10 00:00:00,EOS/USDT,2.64050000,2.71880000,2.63300000,2.64150000,8199375.41000000,21958351.34069100,52757
1602201600000,2020-10-09 00:00:00,EOS/USDT,2.60650000,2.65680000,2.58050000,2.64060000,8543238.67000000,22415888.38355600,51780
1602115200000,2020-10-08 00:00:00,EOS/USDT,2.64400000,2.65390000,2.49440000,2.60660000,14694845.07000000,38131368.45101800,80329
1602028800000,2020-10-07 00:00:00,EOS/USDT,2.69590000,2.71670000,2.59220000,2.64360000,19167906.50000000,50771953.41209600,100430
1601942400000,2020-10-06 00:00:00,EOS/USDT,2.52620000,2.97110000,2.48580000,2.69590000,39521912.51000000,108422381.39006400,223867
1601856000000,2020-10-05 00:00:00,EOS/USDT,2.51720000,2.53780000,2.48960000,2.52570000,4975314.38000000,12507258.72149400,25776
1601769600000,2020-10-04 00:00:00,EOS/USDT,2.47770000,2.53420000,2.46450000,2.51760000,5213723.42000000,13042532.78699900,26240
1601683200000,2020-10-03 00:00:00,EOS/USDT,2.47920000,2.50170000,2.46750000,2.47860000,3208406.62000000,7968479.39996200,19947
1601596800000,2020-10-02 00:00:00,EOS/USDT,2.54400000,2.55760000,2.41320000,2.47870000,8132938.58000000,20181962.05325800,50552
1601510400000,2020-10-01 00:00:00,EOS/USDT,2.57760000,2.63200000,2.48610000,2.54460000,7519319.67000000,19288752.51519200,45824
1601424000000,2020-09-30 00:00:00,EOS/USDT,2.59940000,2.60010000,2.55560000,2.57770000,5077013.15000000,13073483.48203100,26501
1601337600000,2020-09-29 00:00:00,EOS/USDT,2.56250000,2.60290000,2.55390000,2.59950000,6145092.38000000,15844683.31876400,33412
1601251200000,2020-09-28 00:00:00,EOS/USDT,2.58970000,2.63330000,2.55030000,2.56260000,9444420.85000000,24552307.81891100,48469
1601164800000,2020-09-27 00:00:00,EOS/USDT,2.56550000,2.60110000,2.52640000,2.58970000,6135356.97000000,15756292.84303900,36949
1601078400000,2020-09-26 00:00:00,EOS/USDT,2.54400000,2.60580000,2.50510000,2.56550000,6104966.56000000,15612018.12131600,36808
1600992000000,2020-09-25 00:00:00,EOS/USDT,2.53440000,2.56350000,2.46290000,2.54450000,9169817.92000000,23101259.93137400,51092
1600905600000,2020-09-24 00:00:00,EOS/USDT,2.44230000,2.56120000,2.42390000,2.53370000,8392178.92000000,20903244.46842700,51818
1600819200000,2020-09-23 00:00:00,EOS/USDT,2.57190000,2.57850000,2.39070000,2.44230000,7620003.34000000,19076861.37610400,45412
1600732800000,2020-09-22 00:00:00,EOS/USDT,2.50510000,2.58490000,2.48670000,2.57180000,6639827.21000000,16872047.85302600,37873
1600646400000,2020-09-21 00:00:00,EOS/USDT,2.67270000,2.68950000,2.48970000,2.50510000,11704230.68000000,30314308.94209900,69661
1600560000000,2020-09-20 00:00:00,EOS/USDT,2.70170000,2.70170000,2.62290000,2.67150000,5718243.29000000,15240429.86657700,35678
1600473600000,2020-09-19 00:00:00,EOS/USDT,2.69050000,2.73770000,2.67890000,2.70310000,5617629.89000000,15217591.11910500,30812
1600387200000,2020-09-18 00:00:00,EOS/USDT,2.73750000,2.75000000,2.64910000,2.69050000,9252473.72000000,25086371.62865500,47255
1600300800000,2020-09-17 00:00:00,EOS/USDT,2.71240000,2.77610000,2.69400000,2.73750000,10099272.94000000,27554904.36576200,59285
1600214400000,2020-09-16 00:00:00,EOS/USDT,2.70360000,2.74920000,2.57710000,2.71300000,13376622.27000000,35755973.56337800,84744
1600128000000,2020-09-15 00:00:00,EOS/USDT,2.73100000,2.78140000,2.69760000,2.70340000,10931677.27000000,29945885.05351500,62814
1600041600000,2020-09-14 00:00:00,EOS/USDT,2.72490000,2.76400000,2.68540000,2.73170000,8910182.70000000,24340937.18380900,56138
1599955200000,2020-09-13 00:00:00,EOS/USDT,2.80460000,2.82690000,2.67260000,2.72490000,10904326.97000000,30018430.02012100,69368
1599868800000,2020-09-12 00:00:00,EOS/USDT,2.78500000,2.82880000,2.74100000,2.80520000,7893987.78000000,21999147.74790900,46841
1599782400000,2020-09-11 00:00:00,EOS/USDT,2.77590000,2.82140000,2.71710000,2.78460000,10953743.36000000,30428900.26152900,64005
1599696000000,2020-09-10 00:00:00,EOS/USDT,2.75140000,2.84190000,2.73770000,2.77670000,11796591.11000000,32825400.48376400,64737
1599609600000,2020-09-09 00:00:00,EOS/USDT,2.76200000,2.81340000,2.69660000,2.75140000,10566139.48000000,29172177.31026600,62772
1599523200000,2020-09-08 00:00:00,EOS/USDT,2.85360000,2.85940000,2.67070000,2.76220000,17445846.31000000,48094188.51926000,116634
1599436800000,2020-09-07 00:00:00,EOS/USDT,2.90250000,2.93930000,2.65950000,2.85200000,20516121.64000000,57435242.76064400,138376
1599350400000,2020-09-06 00:00:00,EOS/USDT,2.93910000,3.03350000,2.81010000,2.90240000,20449007.58000000,59499477.83814100,143413
