https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZEC,Volume USDT,tradecount
1599436800000,2020-09-07 00:00:00,ZEC/USDT,58.90000000,63.15000000,55.14000000,61.86000000,434788.88779000,25595115.04055430,90624
1599350400000,2020-09-06 00:00:00,ZEC/USDT,56.00000000,60.25000000,54.52000000,58.92000000,405333.98147000,23221200.41536850,67593
1599264000000,2020-09-05 00:00:00,ZEC/USDT,59.65000000,60.81000000,51.50000000,55.98000000,472037.97664000,26210649.58045170,79494
1599177600000,2020-09-04 00:00:00,ZEC/USDT,56.76000000,61.57000000,53.69000000,59.64000000,625991.10176000,36648571.22053030,111893
1599091200000,2020-09-03 00:00:00,ZEC/USDT,75.88000000,76.36000000,50.56000000,56.77000000,616897.20271000,40826556.72115660,118696
1599004800000,2020-09-02 00:00:00,ZEC/USDT,83.16000000,84.69000000,71.87000000,75.90000000,313861.20843000,24327751.63163710,70386
1598918400000,2020-09-01 00:00:00,ZEC/USDT,78.28000000,85.98000000,77.45000000,83.17000000,328788.34235000,26872486.45454130,69239
1598832000000,2020-08-31 00:00:00,ZEC/USDT,81.14000000,81.61000000,77.23000000,78.29000000,171079.73877000,13530870.29885130,37844
1598745600000,2020-08-30 00:00:00,ZEC/USDT,78.66000000,82.48000000,77.99000000,81.11000000,235604.66685000,18873276.43270420,49339
1598659200000,2020-08-29 00:00:00,ZEC/USDT,76.20000000,80.73000000,74.92000000,78.68000000,189400.87742000,14742272.46227890,40825
1598572800000,2020-08-28 00:00:00,ZEC/USDT,72.19000000,77.07000000,71.00000000,76.24000000,240097.83573000,17923899.24393390,47433
1598486400000,2020-08-27 00:00:00,ZEC/USDT,74.99000000,75.56000000,70.29000000,72.13000000,295518.87407000,21565984.09437320,53815
1598400000000,2020-08-26 00:00:00,ZEC/USDT,72.93000000,77.10000000,72.86000000,75.00000000,310801.24591000,23347632.08034830,56758
1598313600000,2020-08-25 00:00:00,ZEC/USDT,80.27000000,82.56000000,71.19000000,72.93000000,539701.06081000,40783728.55586570,98383
1598227200000,2020-08-24 00:00:00,ZEC/USDT,84.40000000,84.78000000,78.90000000,80.26000000,229856.69528000,18686327.81920420,51108
1598140800000,2020-08-23 00:00:00,ZEC/USDT,76.86000000,84.50000000,74.20000000,84.36000000,323197.07354000,25656939.03123620,70775
1598054400000,2020-08-22 00:00:00,ZEC/USDT,73.52000000,77.93000000,71.50000000,76.88000000,206926.56248000,15420701.57725190,44419
1597968000000,2020-08-21 00:00:00,ZEC/USDT,78.86000000,81.53000000,73.15000000,73.56000000,341536.93996000,26535866.36373840,78782
1597881600000,2020-08-20 00:00:00,ZEC/USDT,76.30000000,80.09000000,75.53000000,78.87000000,267234.21965000,20875031.73427420,48601
1597795200000,2020-08-19 00:00:00,ZEC/USDT,83.15000000,84.55000000,72.73000000,76.30000000,442712.46491000,34854691.48878410,93168
1597708800000,2020-08-18 00:00:00,ZEC/USDT,86.74000000,88.93000000,82.00000000,83.14000000,306993.21401000,26320468.85335090,75481
1597622400000,2020-08-17 00:00:00,ZEC/USDT,85.30000000,90.29000000,82.87000000,86.74000000,371666.61202000,32060167.29726570,96200
1597536000000,2020-08-16 00:00:00,ZEC/USDT,85.14000000,86.44000000,81.06000000,85.30000000,276974.63875000,23378646.86780790,77783
1597449600000,2020-08-15 00:00:00,ZEC/USDT,84.98000000,88.55000000,83.73000000,85.12000000,287565.10787000,24665477.21096140,68450
1597363200000,2020-08-14 00:00:00,ZEC/USDT,87.35000000,87.79000000,82.89000000,85.03000000,277856.41103000,23672101.74332790,65123
1597276800000,2020-08-13 00:00:00,ZEC/USDT,83.55000000,88.00000000,77.37000000,87.40000000,426046.28222000,34760584.87024860,91577
1597190400000,2020-08-12 00:00:00,ZEC/USDT,80.88000000,84.89000000,76.20000000,83.52000000,439763.90023000,35694715.27151120,99172
1597104000000,2020-08-11 00:00:00,ZEC/USDT,89.02000000,90.06000000,78.56000000,80.88000000,411959.87212000,34669227.54963820,89945
1597017600000,2020-08-10 00:00:00,ZEC/USDT,92.02000000,95.48000000,87.82000000,89.01000000,282726.04132000,25905199.22705700,64413
1596931200000,2020-08-09 00:00:00,ZEC/USDT,97.06000000,97.45000000,89.48000000,92.01000000,217400.16143000,20325534.15782760,47063
1596844800000,2020-08-08 00:00:00,ZEC/USDT,94.41000000,99.18000000,91.78000000,97.08000000,209024.58089000,19967175.92468300,46559
1596758400000,2020-08-07 00:00:00,ZEC/USDT,96.77000000,97.65000000,87.05000000,94.42000000,402314.49164000,37849253.01369400,80169
1596672000000,2020-08-06 00:00:00,ZEC/USDT,97.46000000,102.74000000,92.01000000,96.75000000,495676.20001000,48121228.94906360,100723
1596585600000,2020-08-05 00:00:00,ZEC/USDT,84.94000000,98.07000000,84.92000000,97.46000000,512489.74641000,46869848.07891240,102402
1596499200000,2020-08-04 00:00:00,ZEC/USDT,82.33000000,85.31000000,80.17000000,84.93000000,212735.25361000,17604771.72129470,42485
1596412800000,2020-08-03 00:00:00,ZEC/USDT,84.27000000,85.94000000,81.31000000,82.30000000,331263.28638000,27807512.40477710,58855
1596326400000,2020-08-02 00:00:00,ZEC/USDT,89.43000000,91.31000000,73.65000000,84.31000000,743770.81624000,62880138.84604600,158926
1596240000000,2020-08-01 00:00:00,ZEC/USDT,74.90000000,95.00000000,73.96000000,89.37000000,655401.06347000,55452473.07836790,127332
1596153600000,2020-07-31 00:00:00,ZEC/USDT,70.51000000,74.95000000,70.30000000,74.90000000,203173.61311000,14754879.20353370,47201
1596067200000,2020-07-30 00:00:00,ZEC/USDT,72.12000000,72.59000000,69.48000000,70.48000000,177255.73089000,12570035.99847880,36488
1595980800000,2020-07-29 00:00:00,ZEC/USDT,70.60000000,74.40000000,70.15000000,72.13000000,225725.11792000,16399733.26201770,44374
1595894400000,2020-07-28 00:00:00,ZEC/USDT,70.80000000,73.42000000,68.43000000,70.57000000,195825.28596000,13914297.35728450,45312
1595808000000,2020-07-27 00:00:00,ZEC/USDT,66.18000000,72.35000000,66.13000000,70.77000000,353054.17529000,24399812.61880090,71686
1595721600000,2020-07-26 00:00:00,ZEC/USDT,65.70000000,67.26000000,63.76000000,66.15000000,196560.49726000,12868028.26546710,38166
1595635200000,2020-07-25 00:00:00,ZEC/USDT,63.01000000,66.09000000,62.86000000,65.69000000,147549.67432000,9466217.37313450,29232
1595548800000,2020-07-24 00:00:00,ZEC/USDT,63.50000000,64.72000000,61.65000000,63.01000000,165385.97764000,10406158.79101920,31233
1595462400000,2020-07-23 00:00:00,ZEC/USDT,64.27000000,65.00000000,62.84000000,63.51000000,116787.56468000,7439656.36972530,24876
1595376000000,2020-07-22 00:00:00,ZEC/USDT,62.41000000,64.77000000,60.83000000,64.28000000,202688.63920000,12655520.08741270,36833
1595289600000,2020-07-21 00:00:00,ZEC/USDT,57.05000000,62.60000000,56.88000000,62.45000000,187634.05065000,11395836.65732690,37676
1595203200000,2020-07-20 00:00:00,ZEC/USDT,58.39000000,58.58000000,56.86000000,57.05000000,85821.78851000,4958987.48554680,19000
1595116800000,2020-07-19 00:00:00,ZEC/USDT,59.06000000,59.48000000,56.79000000,58.38000000,83685.37427000,4842998.86743830,16980
1595030400000,2020-07-18 00:00:00,ZEC/USDT,59.49000000,59.91000000,58.04000000,59.06000000,86914.04630000,5110908.75517720,16492
1594944000000,2020-07-17 00:00:00,ZEC/USDT,59.09000000,60.38000000,57.89000000,59.50000000,148038.81846000,8750953.26688940,24569
1594857600000,2020-07-16 00:00:00,ZEC/USDT,61.14000000,61.72000000,57.11000000,59.10000000,199644.60610000,11820931.45646300,32747
1594771200000,2020-07-15 00:00:00,ZEC/USDT,62.03000000,63.16000000,60.39000000,61.14000000,175563.20694000,10857657.18045840,30585
1594684800000,2020-07-14 00:00:00,ZEC/USDT,61.26000000,63.03000000,58.85000000,62.02000000,182144.01934000,11077185.57352090,31290
1594598400000,2020-07-13 00:00:00,ZEC/USDT,58.70000000,63.95000000,58.52000000,61.26000000,353065.49046000,21812341.70789800,59149
1594512000000,2020-07-12 00:00:00,ZEC/USDT,55.82000000,61.10000000,55.77000000,58.65000000,246742.20958000,14342304.90788240,39560
1594425600000,2020-07-11 00:00:00,ZEC/USDT,56.10000000,56.68000000,54.99000000,55.84000000,72865.60253000,4058372.52485550,13014
1594339200000,2020-07-10 00:00:00,ZEC/USDT,56.86000000,56.89000000,54.12000000,56.07000000,87610.19183000,4854466.43028520,17745
1594252800000,2020-07-09 00:00:00,ZEC/USDT,57.93000000,58.87000000,55.52000000,56.86000000,126479.70333000,7217926.83417010,24336
1594166400000,2020-07-08 00:00:00,ZEC/USDT,55.09000000,58.79000000,54.26000000,57.94000000,196681.73374000,11305758.66125010,36523
1594080000000,2020-07-07 00:00:00,ZEC/USDT,55.54000000,55.91000000,53.61000000,55.08000000,105273.76567000,5757827.05482590,19322
1593993600000,2020-07-06 00:00:00,ZEC/USDT,51.20000000,55.92000000,51.16000000,55.55000000,169445.75227000,9091663.63269070,26142
1593907200000,2020-07-05 00:00:00,ZEC/USDT,51.42000000,51.63000000,50.04000000,51.16000000,77594.45786000,3947755.37373820,12502
1593820800000,2020-07-04 00:00:00,ZEC/USDT,51.10000000,51.84000000,50.64000000,51.43000000,89767.30718000,4599051.77286590,13053
1593734400000,2020-07-03 00:00:00,ZEC/USDT,51.16000000,51.88000000,50.60000000,51.11000000,110236.71278000,5650191.81302320,15865
1593648000000,2020-07-02 00:00:00,ZEC/USDT,51.85000000,53.69000000,49.64000000,51.18000000,216227.36651000,11177604.76097130,31753
1593561600000,2020-07-01 00:00:00,ZEC/USDT,51.43000000,52.50000000,51.17000000,51.86000000,107712.87679000,5580093.34822540,16149
1593475200000,2020-06-30 00:00:00,ZEC/USDT,52.44000000,52.73000000,50.92000000,51.44000000,117478.62413000,6099667.29025660,17024
1593388800000,2020-06-29 00:00:00,ZEC/USDT,51.82000000,53.46000000,51.41000000,52.42000000,185930.95355000,9720511.66708480,27495
1593302400000,2020-06-28 00:00:00,ZEC/USDT,52.22000000,54.00000000,51.01000000,51.81000000,181805.10921000,9560369.62634390,23276
1593216000000,2020-06-27 00:00:00,ZEC/USDT,55.70000000,55.74000000,50.85000000,52.24000000,139596.35329000,7470881.11130160,20911
1593129600000,2020-06-26 00:00:00,ZEC/USDT,55.83000000,56.76000000,54.44000000,55.70000000,130497.27168000,7268002.67616710,20691
1593043200000,2020-06-25 00:00:00,ZEC/USDT,55.16000000,56.84000000,53.02000000,55.81000000,156304.19165000,8666148.03467910,24089
1592956800000,2020-06-24 00:00:00,ZEC/USDT,58.24000000,59.65000000,53.20000000,55.20000000,311980.07303000,17649340.36868920,48362
1592870400000,2020-06-23 00:00:00,ZEC/USDT,53.52000000,63.04000000,52.43000000,58.23000000,405043.81877000,23092284.87586420,70711
1592784000000,2020-06-22 00:00:00,ZEC/USDT,50.50000000,53.67000000,50.30000000,53.53000000,98544.08906000,5175401.95627800,17468
1592697600000,2020-06-21 00:00:00,ZEC/USDT,51.41000000,52.11000000,50.17000000,50.51000000,50446.63973000,2587281.77276050,10305
1592611200000,2020-06-20 00:00:00,ZEC/USDT,51.39000000,51.68000000,50.24000000,51.40000000,43184.02837000,2204976.82527260,8489
1592524800000,2020-06-19 00:00:00,ZEC/USDT,51.95000000,52.44000000,50.88000000,51.41000000,54267.30426000,2800858.26577950,10947
1592438400000,2020-06-18 00:00:00,ZEC/USDT,52.91000000,53.38000000,51.21000000,51.95000000,55588.00972000,2919364.07909970,11383
1592352000000,2020-06-17 00:00:00,ZEC/USDT,52.97000000,53.56000000,51.57000000,52.91000000,74637.31188000,3928529.12730370,13887
1592265600000,2020-06-16 00:00:00,ZEC/USDT,52.20000000,53.80000000,51.74000000,52.97000000,109676.06241000,5792670.41484020,18812
1592179200000,2020-06-15 00:00:00,ZEC/USDT,51.06000000,53.15000000,48.21000000,52.20000000,161500.26479000,8183631.22379460,29100
1592092800000,2020-06-14 00:00:00,ZEC/USDT,52.81000000,52.98000000,50.48000000,51.10000000,59972.11993000,3090063.53394970,10446
1592006400000,2020-06-13 00:00:00,ZEC/USDT,51.61000000,53.04000000,50.82000000,52.81000000,67057.72590000,3471035.06549040,11771
1591920000000,2020-06-12 00:00:00,ZEC/USDT,49.63000000,52.49000000,48.24000000,51.61000000,117138.00585000,5953473.03388100,17774
1591833600000,2020-06-11 00:00:00,ZEC/USDT,55.19000000,55.53000000,49.02000000,49.64000000,194244.95201000,10131169.93031460,30676
1591747200000,2020-06-10 00:00:00,ZEC/USDT,51.99000000,55.51000000,51.76000000,55.21000000,148338.99683000,8013934.95942640,25052
1591660800000,2020-06-09 00:00:00,ZEC/USDT,52.50000000,53.51000000,51.00000000,51.98000000,74642.31255000,3887405.88047820,13630
1591574400000,2020-06-08 00:00:00,ZEC/USDT,52.23000000,52.61000000,51.52000000,52.50000000,56876.61185000,2964071.48641860,11704
1591488000000,2020-06-07 00:00:00,ZEC/USDT,52.82000000,53.15000000,50.59000000,52.21000000,69689.71555000,3610597.03868880,12564
1591401600000,2020-06-06 00:00:00,ZEC/USDT,52.56000000,53.86000000,51.81000000,52.83000000,72909.62730000,3837219.81115230,12610
1591315200000,2020-06-05 00:00:00,ZEC/USDT,52.19000000,54.42000000,51.97000000,52.57000000,118203.00944000,6302074.94211630,21791
1591228800000,2020-06-04 00:00:00,ZEC/USDT,52.88000000,53.45000000,50.94000000,52.24000000,84456.25772000,4411948.96925100,15643
1591142400000,2020-06-03 00:00:00,ZEC/USDT,51.50000000,53.11000000,50.42000000,52.83000000,124259.88759000,6409404.49646120,18536
1591056000000,2020-06-02 00:00:00,ZEC/USDT,54.70000000,55.37000000,50.16000000,51.48000000,208835.97288000,11025311.32062520,29822
1590969600000,2020-06-01 00:00:00,ZEC/USDT,51.53000000,55.03000000,50.84000000,54.65000000,192336.41245000,10123536.75357840,30994
1590883200000,2020-05-31 00:00:00,ZEC/USDT,54.55000000,55.72000000,50.62000000,51.51000000,236350.78498000,12602345.06966460,40599
1590796800000,2020-05-30 00:00:00,ZEC/USDT,46.63000000,56.39000000,46.21000000,54.55000000,298240.86080000,15430036.17255810,44758
1590710400000,2020-05-29 00:00:00,ZEC/USDT,47.74000000,48.01000000,46.14000000,46.60000000,65165.74701000,3067700.81443190,11191
1590624000000,2020-05-28 00:00:00,ZEC/USDT,46.21000000,47.73000000,45.77000000,47.73000000,69062.69642000,3218112.68513200,13241
1590537600000,2020-05-27 00:00:00,ZEC/USDT,44.84000000,46.26000000,44.44000000,46.21000000,85189.50163000,3884328.54870300,14173
1590451200000,2020-05-26 00:00:00,ZEC/USDT,45.98000000,46.20000000,44.15000000,44.85000000,88439.48643000,3997267.36414610,13063
1590364800000,2020-05-25 00:00:00,ZEC/USDT,44.99000000,46.08000000,44.83000000,45.94000000,69875.09053000,3174831.24096590,10213
1590278400000,2020-05-24 00:00:00,ZEC/USDT,46.89000000,47.82000000,44.95000000,45.00000000,80511.09555000,3742810.36248830,15055
1590192000000,2020-05-23 00:00:00,ZEC/USDT,47.68000000,48.42000000,46.56000000,46.91000000,62282.40636000,2952904.93967340,10914
1590105600000,2020-05-22 00:00:00,ZEC/USDT,45.97000000,48.37000000,45.36000000,47.70000000,140667.95187000,6646238.07925040,21515
1590019200000,2020-05-21 00:00:00,ZEC/USDT,48.36000000,48.80000000,44.41000000,46.00000000,195565.05932000,9107351.65360330,26995
1589932800000,2020-05-20 00:00:00,ZEC/USDT,48.95000000,50.45000000,46.56000000,48.39000000,214827.78602000,10527527.88037610,27136
1589846400000,2020-05-19 00:00:00,ZEC/USDT,48.10000000,49.00000000,46.41000000,48.97000000,169681.93146000,8063845.52077780,26971
1589760000000,2020-05-18 00:00:00,ZEC/USDT,46.25000000,49.63000000,46.22000000,48.07000000,286614.09528000,13831078.20942190,36645
1589673600000,2020-05-17 00:00:00,ZEC/USDT,42.50000000,47.50000000,42.45000000,46.25000000,245850.43166000,11213490.10434980,34702
1589587200000,2020-05-16 00:00:00,ZEC/USDT,41.88000000,42.96000000,41.61000000,42.51000000,94758.42378000,4031806.43009120,11188
1589500800000,2020-05-15 00:00:00,ZEC/USDT,43.18000000,43.43000000,41.40000000,41.87000000,84542.04138000,3587738.18525350,12653
1589414400000,2020-05-14 00:00:00,ZEC/USDT,42.89000000,43.59000000,41.98000000,43.20000000,99315.84695000,4267901.69103520,14365
1589328000000,2020-05-13 00:00:00,ZEC/USDT,42.19000000,43.44000000,41.41000000,42.89000000,72566.54258000,3086358.31640510,11180
1589241600000,2020-05-12 00:00:00,ZEC/USDT,39.70000000,42.93000000,39.56000000,42.21000000,127588.81806000,5331642.85044990,18024
1589155200000,2020-05-11 00:00:00,ZEC/USDT,40.87000000,41.78000000,37.85000000,39.68000000,156382.54541000,6250621.34978520,20886
1589068800000,2020-05-10 00:00:00,ZEC/USDT,44.99000000,45.05000000,38.72000000,40.90000000,221942.72299000,9141590.29552720,33314
1588982400000,2020-05-09 00:00:00,ZEC/USDT,46.78000000,47.50000000,44.71000000,45.00000000,135836.72965000,6250222.73416360,26298
1588896000000,2020-05-08 00:00:00,ZEC/USDT,44.17000000,47.50000000,43.44000000,46.76000000,153440.64916000,6961698.54580400,29375
1588809600000,2020-05-07 00:00:00,ZEC/USDT,42.29000000,44.84000000,41.33000000,44.17000000,127005.21713000,5497680.61442850,22152
1588723200000,2020-05-06 00:00:00,ZEC/USDT,43.82000000,44.76000000,42.12000000,42.30000000,80351.57554000,3527794.17478980,18181
1588636800000,2020-05-05 00:00:00,ZEC/USDT,43.98000000,44.86000000,43.15000000,43.84000000,71182.58812000,3134680.85009960,15822
1588550400000,2020-05-04 00:00:00,ZEC/USDT,44.77000000,44.92000000,42.21000000,44.02000000,114745.87842000,4996948.28359350,20725
1588464000000,2020-05-03 00:00:00,ZEC/USDT,46.52000000,46.95000000,44.61000000,44.78000000,86548.93590000,3958237.32671420,20095
1588377600000,2020-05-02 00:00:00,ZEC/USDT,45.72000000,46.80000000,45.05000000,46.50000000,59416.71159000,2721061.92991530,22245
1588291200000,2020-05-01 00:00:00,ZEC/USDT,44.73000000,46.50000000,44.70000000,45.73000000,115418.85400000,5266389.33663730,38152
1588204800000,2020-04-30 00:00:00,ZEC/USDT,47.08000000,49.00000000,44.04000000,44.76000000,304871.52746000,14182421.86868490,68585
1588118400000,2020-04-29 00:00:00,ZEC/USDT,44.63000000,47.72000000,44.56000000,47.07000000,271203.24755000,12462589.70124470,61057
1588032000000,2020-04-28 00:00:00,ZEC/USDT,44.47000000,44.73000000,42.99000000,44.62000000,127223.49962000,5594036.82983800,30021
1587945600000,2020-04-27 00:00:00,ZEC/USDT,44.59000000,45.00000000,42.36000000,44.46000000,123886.56144000,5432104.07722070,32785
1587859200000,2020-04-26 00:00:00,ZEC/USDT,44.69000000,45.50000000,43.88000000,44.59000000,99451.79403000,4442073.84382310,27364
1587772800000,2020-04-25 00:00:00,ZEC/USDT,44.08000000,45.96000000,43.35000000,44.70000000,121787.57158000,5454605.71124560,31639
1587686400000,2020-04-24 00:00:00,ZEC/USDT,44.48000000,45.33000000,43.87000000,44.08000000,104624.48252000,4667686.26672770,26745
1587600000000,2020-04-23 00:00:00,ZEC/USDT,45.52000000,46.59000000,43.74000000,44.46000000,242475.87543000,10909689.89136570,48659
1587513600000,2020-04-22 00:00:00,ZEC/USDT,42.08000000,45.59000000,41.81000000,45.53000000,213823.04234000,9405646.40774470,38105
1587427200000,2020-04-21 00:00:00,ZEC/USDT,41.91000000,43.50000000,40.51000000,42.09000000,373963.92410000,15774426.97990140,59105
1587340800000,2020-04-20 00:00:00,ZEC/USDT,46.44000000,48.83000000,40.92000000,41.89000000,571796.76457000,25885763.11384130,91769
1587254400000,2020-04-19 00:00:00,ZEC/USDT,42.14000000,47.56000000,41.60000000,46.44000000,370485.85498000,16653607.97880910,65019
1587168000000,2020-04-18 00:00:00,ZEC/USDT,40.33000000,42.62000000,40.28000000,42.13000000,164788.56761000,6840143.03452010,28765
1587081600000,2020-04-17 00:00:00,ZEC/USDT,38.76000000,41.40000000,38.04000000,40.40000000,116601.41449000,4588978.82455710,21867
1586995200000,2020-04-16 00:00:00,ZEC/USDT,35.06000000,40.16000000,33.87000000,38.74000000,339427.03954000,12942252.18191010,54021
1586908800000,2020-04-15 00:00:00,ZEC/USDT,35.51000000,36.22000000,34.76000000,35.08000000,112826.04551000,3998076.13805390,18443
1586822400000,2020-04-14 00:00:00,ZEC/USDT,35.71000000,36.28000000,35.05000000,35.51000000,83695.44902000,2992907.90437040,15684
1586736000000,2020-04-13 00:00:00,ZEC/USDT,36.34000000,36.34000000,34.62000000,35.75000000,162291.98610000,5729600.60731920,24203
1586649600000,2020-04-12 00:00:00,ZEC/USDT,36.24000000,37.99000000,35.23000000,36.38000000,149782.47415000,5496998.02866860,20838
1586563200000,2020-04-11 00:00:00,ZEC/USDT,36.63000000,37.54000000,35.30000000,36.20000000,180466.12651000,6564576.66892540,27358
1586476800000,2020-04-10 00:00:00,ZEC/USDT,40.73000000,41.23000000,34.40000000,36.62000000,463626.35188000,17066549.12137200,71450
1586390400000,2020-04-09 00:00:00,ZEC/USDT,37.87000000,42.19000000,37.61000000,40.71000000,274137.59213000,10859515.36768780,45293
1586304000000,2020-04-08 00:00:00,ZEC/USDT,36.44000000,38.22000000,36.29000000,37.86000000,144238.35180000,5381095.05037120,26986
1586217600000,2020-04-07 00:00:00,ZEC/USDT,37.54000000,38.45000000,35.31000000,36.45000000,212806.30201000,7878318.49462530,38648
1586131200000,2020-04-06 00:00:00,ZEC/USDT,32.53000000,37.68000000,32.49000000,37.56000000,288607.60682000,10385713.94308360,41965
1586044800000,2020-04-05 00:00:00,ZEC/USDT,33.03000000,33.39000000,31.89000000,32.52000000,72215.77278000,2373483.88764000,12623
1585958400000,2020-04-04 00:00:00,ZEC/USDT,32.66000000,33.54000000,31.92000000,33.03000000,123950.36480000,4056736.13372050,21265
1585872000000,2020-04-03 00:00:00,ZEC/USDT,32.23000000,33.24000000,31.61000000,32.66000000,115186.59688000,3749271.78585120,22809
1585785600000,2020-04-02 00:00:00,ZEC/USDT,31.32000000,33.91000000,31.00000000,32.23000000,120427.24907000,3868502.09707260,27016
1585699200000,2020-04-01 00:00:00,ZEC/USDT,30.91000000,31.65000000,29.74000000,31.32000000,98798.51532000,3031495.12120730,21916
1585612800000,2020-03-31 00:00:00,ZEC/USDT,30.53000000,31.79000000,30.18000000,30.90000000,100924.56460000,3114056.78303950,19318
1585526400000,2020-03-30 00:00:00,ZEC/USDT,28.21000000,31.59000000,28.21000000,30.54000000,117966.79215000,3565781.31042970,25408
1585440000000,2020-03-29 00:00:00,ZEC/USDT,30.38000000,30.51000000,28.21000000,28.22000000,84379.08764000,2469525.93622380,18707
1585353600000,2020-03-28 00:00:00,ZEC/USDT,31.01000000,31.01000000,29.00000000,30.38000000,123995.70622000,3719021.41540560,27290
1585267200000,2020-03-27 00:00:00,ZEC/USDT,32.47000000,32.94000000,30.81000000,31.01000000,125312.53750000,4029912.90395160,30903
1585180800000,2020-03-26 00:00:00,ZEC/USDT,32.21000000,32.56000000,31.17000000,32.46000000,90133.19241000,2860959.72264380,22898
1585094400000,2020-03-25 00:00:00,ZEC/USDT,32.76000000,32.87000000,30.80000000,32.20000000,119825.54488000,3823863.43151170,30287
1585008000000,2020-03-24 00:00:00,ZEC/USDT,32.04000000,33.17000000,31.77000000,32.79000000,142020.48661000,4608152.16132240,35956
1584921600000,2020-03-23 00:00:00,ZEC/USDT,29.49000000,33.09000000,29.00000000,32.05000000,171600.98374000,5346628.05745190,45785
1584835200000,2020-03-22 00:00:00,ZEC/USDT,33.01000000,35.51000000,29.00000000,29.49000000,202874.87748000,6439095.07182140,51429
1584748800000,2020-03-21 00:00:00,ZEC/USDT,33.09000000,35.58000000,31.98000000,33.03000000,258902.34296000,8653208.47487540,73382
1584662400000,2020-03-20 00:00:00,ZEC/USDT,31.95000000,36.21000000,29.65000000,33.08000000,316101.09317000,10468580.37781540,89662
1584576000000,2020-03-19 00:00:00,ZEC/USDT,29.71000000,33.78000000,28.14000000,31.95000000,371372.53386000,11274472.52552790,89779
1584489600000,2020-03-18 00:00:00,ZEC/USDT,25.05000000,29.99000000,24.33000000,29.73000000,318215.98242000,8420416.13734780,71508
1584403200000,2020-03-17 00:00:00,ZEC/USDT,24.65000000,25.71000000,23.93000000,25.06000000,258333.63786000,6448058.94163010,58466
1584316800000,2020-03-16 00:00:00,ZEC/USDT,25.67000000,26.25000000,21.30000000,24.68000000,349043.23602000,8160063.67950600,88408
1584230400000,2020-03-15 00:00:00,ZEC/USDT,24.94000000,26.98000000,24.58000000,25.68000000,216819.66587000,5569966.72687880,50084
1584144000000,2020-03-14 00:00:00,ZEC/USDT,27.33000000,27.65000000,24.59000000,24.95000000,329701.55273000,8643034.68896660,70879
1584057600000,2020-03-13 00:00:00,ZEC/USDT,25.45000000,29.74000000,17.13000000,27.34000000,582130.43886000,14345772.70821390,142995
1583971200000,2020-03-12 00:00:00,ZEC/USDT,40.24000000,40.39000000,24.17000000,25.45000000,449359.19622000,13276410.23130680,106144
1583884800000,2020-03-11 00:00:00,ZEC/USDT,41.41000000,42.12000000,37.31000000,40.24000000,98629.64999000,3917421.39588820,28894
1583798400000,2020-03-10 00:00:00,ZEC/USDT,42.18000000,42.58000000,40.25000000,41.40000000,117207.90203000,4887277.03668080,33206
1583712000000,2020-03-09 00:00:00,ZEC/USDT,42.82000000,44.16000000,38.73000000,42.18000000,221636.88600000,9242735.14549750,60540
1583625600000,2020-03-08 00:00:00,ZEC/USDT,50.59000000,50.59000000,42.03000000,42.83000000,196135.96181000,8972862.23224580,49909
1583539200000,2020-03-07 00:00:00,ZEC/USDT,53.30000000,53.50000000,50.26000000,50.59000000,57118.73274000,2958401.65186420,16001
1583452800000,2020-03-06 00:00:00,ZEC/USDT,51.83000000,53.53000000,51.01000000,53.30000000,90785.01989000,4735563.66782360,18094
1583366400000,2020-03-05 00:00:00,ZEC/USDT,50.17000000,53.18000000,50.17000000,51.84000000,99946.31143000,5184229.77483420,25238
1583280000000,2020-03-04 00:00:00,ZEC/USDT,50.79000000,51.50000000,48.92000000,50.17000000,61835.69884000,3106756.70140280,17928
1583193600000,2020-03-03 00:00:00,ZEC/USDT,52.38000000,52.41000000,49.80000000,50.78000000,83209.35024000,4240394.34811960,24978
1583107200000,2020-03-02 00:00:00,ZEC/USDT,49.06000000,52.91000000,48.82000000,52.33000000,90824.60707000,4633019.78463940,27284
1583020800000,2020-03-01 00:00:00,ZEC/USDT,48.94000000,51.50000000,48.04000000,49.10000000,127737.68674000,6377313.69807110,37074
1582934400000,2020-02-29 00:00:00,ZEC/USDT,50.82000000,52.11000000,48.90000000,48.96000000,145358.01892000,7361607.91108570,36983
1582848000000,2020-02-28 00:00:00,ZEC/USDT,52.99000000,54.13000000,48.59000000,50.83000000,199339.60829000,10132751.94101990,54982
1582761600000,2020-02-27 00:00:00,ZEC/USDT,51.36000000,55.07000000,47.96000000,52.96000000,224335.89820000,11706144.44148720,61118
1582675200000,2020-02-26 00:00:00,ZEC/USDT,57.06000000,58.00000000,48.11000000,51.33000000,235296.66368000,12357119.60640640,69921
1582588800000,2020-02-25 00:00:00,ZEC/USDT,60.70000000,60.88000000,56.04000000,57.06000000,135448.25145000,7870179.71794340,43609
1582502400000,2020-02-24 00:00:00,ZEC/USDT,63.29000000,64.28000000,58.82000000,60.70000000,100003.47672000,6131659.94765900,39505
1582416000000,2020-02-23 00:00:00,ZEC/USDT,60.75000000,63.70000000,60.72000000,63.32000000,92053.08759000,5779674.86930460,29473
1582329600000,2020-02-22 00:00:00,ZEC/USDT,61.56000000,62.27000000,60.00000000,60.73000000,81461.47549000,4968403.08830940,28453
